Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution
1,2,15,0.0,{0}
2,4,52,0.0,{1}
3,7,52,0.0,{1}
4,12,125,0.0,"{1, 3}"
5,18,159,0.0,"{1, 2, 3}"
6,18,73,0.0,{3}
7,26,145,0.0,"{1, 3, 4}"
8,26,78,0.0,{7}
9,31,78,0.0,{7}
10,38,140,0.0,"{6, 7}"
11,43,120,0.0,"{10, 4}"
12,48,178,0.0,"{10, 7}"
13,53,173,0.0,"{10, 3}"
14,60,203,0.0,"{9, 10, 12}"
15,63,163,0.0,"{9, 10}"
16,68,178,0.0,"{10, 7}"
17,74,185,0.0,"{10, 13}"
18,80,163,0.0,"{9, 10}"
19,87,163,0.0,"{8, 10, 14}"
20,91,185,0.0,"{10, 13}"
21,99,241,0.0,"{9, 10, 7}"
22,105,183,0.0,"{9, 10, 4}"
23,109,173,0.0,"{10, 3}"
24,115,185,0.0,"{10, 13}"
25,123,214,0.0,"{10, 12, 22}"
26,129,192,0.0,"{17, 10, 7}"
27,133,178,0.0,"{10, 7}"
28,139,178,0.0,"{10, 7}"
29,145,186,0.0,"{10, 23}"
30,154,219,0.0,"{8, 10, 13}"
31,160,269,0.0,"{25, 10, 7}"
32,168,271,0.0,"{16, 10, 29, 13}"
33,171,191,0.0,"{25, 10}"
34,179,205,0.0,"{10, 19, 13}"
35,186,277,0.0,"{25, 10, 23}"
36,193,234,0.0,"{10, 35, 23}"
37,199,277,0.0,"{25, 10, 23}"
38,206,259,0.0,"{10, 13, 22}"
39,215,301,0.0,"{32, 10, 31, 7}"
40,219,252,0.0,"{10, 22, 7}"
41,226,269,0.0,"{25, 10, 7}"
42,233,252,0.0,"{10, 22, 7}"
43,240,231,0.0,"{25, 10, 12}"
44,249,286,0.0,"{10, 11, 37, 7}"
45,254,269,0.0,"{25, 10, 7}"
46,263,283,0.0,"{10, 11, 22, 15}"
47,268,186,0.0,"{10, 12, 39}"
48,277,307,0.0,"{10, 3, 29, 6}"
49,282,251,0.0,"{10, 3, 7}"
50,289,244,0.0,"{32, 10, 48}"
51,298,308,0.0,"{32, 1, 10, 34}"
52,303,255,0.0,"{10, 51, 44}"
53,310,276,0.0,"{25, 10, 13}"
54,319,222,0.0,"{10, 18, 22, 47}"
55,326,259,0.0,"{10, 28, 50, 12}"
56,332,255,0.0,"{25, 10, 11}"
57,341,249,0.0,"{56, 10, 43, 46}"
58,346,210,0.0,"{10, 34, 20}"
59,354,258,0.0,"{10, 29, 23}"
60,361,263,0.0,"{10, 51, 29}"
61,368,223,0.0,"{56, 10, 5}"
62,376,274,0.0,"{10, 50, 58}"
63,385,357,0.0,"{10, 51, 58, 53}"
64,392,294,0.0,"{48, 25, 10, 12}"
65,400,291,0.0,"{16, 25, 10, 23}"
66,407,345,0.0,"{10, 11, 13, 63}"
67,415,324,0.0,"{10, 23, 31, 63}"
68,420,282,0.0,"{10, 50, 53}"
69,432,313,0.0,"{33, 4, 9, 10, 56}"
70,438,305,0.0,"{33, 10, 58, 63}"
71,447,435,0.0,"{10, 13, 48, 25, 63}"
72,453,316,0.0,"{56, 10, 4, 63}"
73,458,228,0.0,"{10, 53, 30}"
74,468,287,0.0,"{65, 10, 51, 33}"
75,474,220,0.0,"{56, 10, 18}"
76,485,441,0.0,"{10, 13, 51, 23, 58}"
77,489,248,0.0,"{56, 10, 35}"
78,499,282,0.0,"{25, 10, 11, 38}"
79,506,318,0.0,"{8, 25, 10, 59}"
80,514,327,0.0,"{56, 10, 11, 70}"
81,522,325,0.0,"{10, 35, 58, 77}"
82,530,333,0.0,"{56, 10, 51, 31}"
83,538,343,0.0,"{40, 10, 58, 77}"
84,545,318,0.0,"{48, 25, 10, 44}"
85,553,309,0.0,"{18, 10, 59, 63}"
86,561,374,0.0,"{56, 32, 10, 83}"
87,569,277,0.0,"{80, 17, 10, 77}"
88,577,296,0.0,"{10, 75, 76, 63}"
89,585,301,0.0,"{56, 10, 19, 86}"
90,593,320,0.0,"{56, 43, 10, 32}"
91,601,327,0.0,"{10, 37, 53, 63}"
92,609,342,0.0,"{56, 10, 58, 70}"
93,617,377,0.0,"{56, 10, 58, 77}"
94,623,251,0.0,"{81, 10, 63}"
95,631,281,0.0,"{10, 50, 23}"
96,639,280,0.0009999275207519531,"{10, 50, 13}"
97,649,244,0.0,"{74, 10, 37, 93}"
98,657,291,0.0,"{72, 10, 77, 23}"
99,665,320,0.0,"{56, 10, 31, 7}"
100,673,308,0.0,"{10, 44, 77, 39}"
101,679,250,0.0,"{81, 10, 50}"
102,687,276,0.0,"{32, 10, 50}"
103,697,273,0.0,"{10, 75, 93, 70}"
104,705,332,0.0,"{10, 83, 77, 30}"
105,713,260,0.0,"{10, 67, 50, 6}"
106,720,293,0.0,"{10, 93, 63}"
107,730,304,0.0,"{82, 10, 59, 101}"
108,738,290,0.0,"{25, 10, 97, 49}"
109,744,268,0.0,"{10, 84, 63}"
110,752,298,0.0010001659393310547,"{56, 10, 77}"
111,763,282,0.0,"{10, 61, 108, 13}"
112,771,289,0.0,"{97, 10, 51, 36}"
113,777,272,0.0,"{10, 34, 93}"
114,785,242,0.0,"{56, 10, 31}"
115,796,327,0.0,"{56, 2, 10, 59}"
116,804,358,0.0,"{97, 10, 29, 77}"
117,810,273,0.0,"{10, 34, 77}"
118,819,271,0.0,"{10, 117, 77}"
119,827,277,0.0,"{96, 10, 106}"
120,835,263,0.0,"{48, 10, 119}"
121,846,292,0.0,"{72, 10, 76, 77}"
122,854,264,0.0,"{45, 10, 37, 77}"
123,860,263,0.0,"{56, 9, 10}"
124,871,316,0.0,"{56, 10, 104, 98}"
125,879,330,0.0,"{113, 10, 3, 70}"
126,888,289,0.0,"{113, 10, 22, 111}"
127,896,304,0.0,"{56, 10, 72, 93}"
128,904,370,0.0,"{10, 83, 58, 77}"
129,915,318,0.0,"{10, 111, 48, 83, 30}"
130,919,274,0.0,"{10, 7, 63}"
131,930,272,0.0,"{10, 61, 110, 127}"
132,938,282,0.0009999275207519531,"{94, 10, 77, 86}"
133,949,336,0.0,"{1, 10, 42, 76, 29}"
134,955,300,0.0,"{10, 108, 21, 119}"
135,962,291,0.0,"{56, 10, 51}"
136,974,295,0.0,"{10, 11, 77, 14, 54}"
137,981,301,0.0,"{56, 89, 10, 119}"
138,991,348,0.0,"{131, 10, 112, 113, 57}"
139,998,345,0.0,"{10, 6, 106, 135}"
140,1007,325,0.0,"{32, 10, 15, 138}"
141,1017,365,0.0,"{68, 10, 22, 59, 127}"
142,1024,282,0.0,"{10, 51, 76, 103}"
143,1032,344,0.0,"{10, 35, 106, 119}"
144,1041,324,0.0,"{56, 25, 10, 132}"
145,1050,291,0.0,"{113, 10, 3, 28}"
146,1060,376,0.0,"{103, 10, 113, 145, 119}"
147,1067,228,0.0,"{74, 10, 82, 93}"
148,1079,439,0.0,"{136, 73, 10, 83, 56, 58}"
149,1086,415,0.0,"{10, 138, 86, 59, 31}"
150,1093,300,0.0,"{128, 10, 12, 63}"
151,1101,361,0.0,"{40, 10, 63, 138}"
152,1112,391,0.0,"{34, 10, 18, 56, 63}"
153,1117,286,0.0,"{10, 53, 138}"
154,1128,342,0.0,"{10, 39, 93, 138}"
155,1138,335,0.0,"{4, 10, 83, 147, 127}"
156,1145,334,0.0,"{56, 10, 43, 50}"
157,1154,288,0.0,"{10, 103, 53, 127}"
158,1162,335,0.0,"{81, 10, 101, 93}"
159,1171,312,0.0,"{113, 10, 43, 58}"
160,1178,291,0.0,"{10, 148, 119}"
161,1187,299,0.0,"{10, 138, 119}"
162,1196,294,0.0,"{10, 77, 106}"
163,1206,337,0.0,"{152, 10, 156, 119}"
164,1215,308,0.0,"{97, 10, 79, 63}"
165,1224,319,0.0,"{10, 53, 93, 87}"
166,1235,399,0.0,"{10, 13, 17, 119, 56}"
167,1242,379,0.0010004043579101562,"{56, 10, 112, 138}"
168,1250,332,0.0,"{56, 10, 39, 23}"
169,1261,314,0.0,"{10, 115, 152, 89, 93}"
170,1268,397,0.0,"{56, 10, 127, 119}"
171,1277,316,0.0009989738464355469,"{152, 162, 10, 142}"
172,1288,401,0.0,"{135, 10, 17, 56, 152}"
173,1297,400,0.0,"{97, 133, 168, 10, 56}"
174,1304,294,0.0,"{10, 59, 68, 119}"
175,1314,402,0.0,"{10, 107, 138, 77, 113}"
