Graph Name,Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
graph_size_100_k_0.5,100,153555,0,0.03231382369995117,0,set()
graph_size_200_k_0.5,200,293909,889,0.04937243461608887,16,"{5, 25, 37, 42, 62, 99, 123, 135, 139, 149, 153, 158, 164, 179, 187, 193}"
graph_size_300_k_0.5,300,469633,2627,0.0802152156829834,63,"{0, 23, 25, 27, 32, 33, 36, 38, 41, 42, 40, 44, 54, 57, 58, 60, 67, 69, 71, 73, 77, 83, 86, 87, 93, 103, 105, 108, 117, 133, 139, 144, 145, 153, 156, 157, 161, 163, 165, 167, 171, 175, 181, 183, 188, 190, 194, 196, 199, 210, 230, 236, 244, 251, 255, 256, 258, 262, 282, 288, 292, 294, 293}"
graph_size_400_k_0.5,400,564830,977,0.08281230926513672,23,"{393, 157, 37, 172, 173, 305, 178, 181, 57, 191, 66, 200, 201, 75, 76, 206, 211, 212, 213, 103, 362, 363, 255}"
graph_size_500_k_0.5,500,678280,1042,0.08785247802734375,21,"{12, 289, 36, 304, 311, 314, 323, 70, 82, 90, 358, 112, 146, 151, 159, 418, 164, 461, 465, 476, 226}"
graph_size_600_k_0.5,600,890979,2735,0.14174962043762207,53,"{2, 518, 12, 22, 31, 547, 39, 556, 561, 52, 581, 588, 597, 96, 98, 111, 113, 117, 152, 182, 184, 191, 194, 195, 201, 211, 212, 224, 226, 229, 243, 252, 254, 267, 277, 285, 286, 304, 330, 331, 334, 338, 349, 366, 377, 400, 409, 418, 444, 455, 462, 486, 500}"
graph_size_700_k_0.5,700,930993,1698,0.1185603141784668,37,"{268, 526, 544, 297, 299, 557, 53, 315, 573, 64, 582, 84, 342, 600, 348, 350, 95, 611, 612, 630, 641, 387, 137, 405, 664, 163, 430, 692, 188, 195, 452, 196, 202, 476, 225, 228, 494}"
graph_size_800_k_0.5,800,1190511,5973,0.18803191184997559,118,"{516, 13, 525, 530, 29, 543, 32, 36, 551, 46, 559, 51, 565, 53, 59, 65, 72, 584, 592, 88, 91, 94, 608, 609, 618, 619, 109, 623, 624, 116, 628, 119, 633, 122, 637, 126, 127, 129, 130, 642, 133, 649, 650, 651, 653, 655, 660, 149, 155, 158, 672, 165, 166, 681, 171, 684, 689, 692, 181, 188, 701, 700, 187, 705, 196, 708, 203, 207, 724, 213, 727, 728, 217, 224, 736, 739, 742, 746, 240, 243, 754, 244, 758, 760, 255, 768, 265, 273, 276, 278, 798, 289, 292, 293, 306, 338, 357, 368, 369, 382, 400, 404, 406, 411, 413, 423, 424, 435, 441, 442, 450, 451, 455, 481, 496, 498, 504, 507}"
graph_size_900_k_0.5,900,1208771,3228,0.14885759353637695,62,"{776, 765, 779, 13, 271, 783, 283, 795, 41, 818, 570, 828, 573, 575, 836, 325, 584, 327, 334, 337, 81, 340, 341, 84, 86, 342, 93, 357, 869, 361, 619, 877, 881, 882, 115, 633, 634, 123, 380, 391, 140, 399, 657, 158, 416, 162, 419, 429, 174, 184, 185, 444, 196, 197, 209, 722, 726, 247, 228, 759, 250, 253}"
graph_size_1000_k_0.5,1000,1309963,26,0.1426835060119629,1,{165}
