Graph Name,Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
graph_size_100_k_0.25,100,129003,650,0.04473543167114258,21,"{55, 21, 62, 5, 0, 8, 43, 45, 63, 66, 78, 54, 80, 16, 82, 84, 17, 87, 89, 69, 92}"
graph_size_200_k_0.25,200,172220,633,0.044122934341430664,15,"{131, 199, 79, 19, 150, 27, 92, 42, 177, 116, 184, 57, 60, 190, 191}"
graph_size_300_k_0.25,300,226270,379,0.05087471008300781,5,"{291, 166, 77, 208, 252}"
graph_size_400_k_0.25,400,292794,483,0.0645453929901123,9,"{135, 202, 13, 24, 159, 161, 98, 100, 361}"
graph_size_500_k_0.25,500,360862,645,0.07424640655517578,12,"{273, 402, 30, 424, 427, 309, 448, 462, 461, 337, 94, 113}"
graph_size_600_k_0.25,600,452378,1302,0.09673237800598145,28,"{2, 9, 15, 528, 409, 37, 553, 297, 304, 436, 63, 577, 322, 581, 197, 203, 79, 87, 223, 355, 485, 486, 101, 106, 110, 495, 249, 381}"
graph_size_700_k_0.25,700,482002,811,0.09777569770812988,19,"{388, 23, 670, 415, 287, 51, 199, 587, 595, 83, 347, 482, 230, 374, 118, 633, 630, 638, 511}"
graph_size_800_k_0.25,800,731915,5995,0.18258309364318848,107,"{3, 4, 9, 17, 18, 34, 35, 44, 45, 56, 70, 72, 76, 82, 91, 93, 96, 98, 99, 113, 125, 126, 129, 135, 140, 156, 158, 163, 168, 169, 179, 183, 185, 187, 198, 201, 202, 203, 210, 224, 232, 258, 260, 283, 284, 285, 289, 290, 305, 308, 318, 335, 336, 339, 340, 350, 376, 374, 381, 396, 408, 409, 410, 419, 443, 445, 451, 455, 462, 479, 499, 516, 519, 540, 541, 554, 556, 557, 558, 569, 600, 602, 606, 615, 622, 623, 632, 633, 638, 644, 663, 664, 661, 674, 680, 687, 702, 729, 748, 750, 760, 773, 775, 780, 789, 792, 794}"
graph_size_900_k_0.25,900,609885,1321,0.11333656311035156,26,"{385, 133, 135, 151, 805, 808, 298, 810, 681, 565, 441, 576, 192, 836, 582, 72, 724, 469, 599, 218, 223, 96, 229, 743, 620, 622}"
graph_size_1000_k_0.25,1000,665744,641,0.11761879920959473,10,"{261, 904, 922, 219, 862, 223, 232, 433, 821, 187}"
graph_size_1100_k_0.25,1100,827478,5348,0.17377185821533203,108,"{515, 6, 1034, 11, 12, 1040, 534, 1048, 27, 29, 1054, 542, 546, 550, 42, 1067, 555, 1070, 560, 49, 57, 59, 1086, 1087, 63, 577, 68, 578, 71, 1095, 591, 93, 609, 617, 117, 632, 121, 124, 649, 652, 656, 148, 664, 672, 177, 180, 181, 693, 694, 188, 702, 192, 707, 710, 721, 223, 227, 745, 746, 749, 242, 760, 764, 266, 267, 780, 265, 787, 276, 793, 795, 803, 807, 296, 299, 817, 843, 332, 846, 852, 343, 859, 348, 862, 354, 880, 374, 890, 380, 895, 384, 901, 903, 927, 931, 934, 428, 941, 453, 970, 972, 469, 477, 997, 1008, 1010, 1011, 1023}"
graph_size_1200_k_0.25,1200,796324,2068,0.13770365715026855,38,"{510, 280, 1053, 37, 1074, 577, 66, 578, 78, 83, 1112, 607, 97, 1120, 1125, 110, 111, 1138, 1151, 901, 397, 664, 667, 669, 928, 417, 423, 425, 1195, 178, 179, 447, 201, 463, 720, 469, 220, 1015}"
graph_size_1300_k_0.25,1300,885477,833,0.18291854858398438,17,"{260, 652, 1296, 657, 399, 419, 292, 550, 170, 686, 690, 191, 70, 583, 75, 621, 495}"
graph_size_1400_k_0.25,1400,996634,3979,0.2083878517150879,74,"{513, 1028, 516, 518, 1035, 525, 1048, 1058, 1066, 49, 569, 1082, 1092, 69, 1100, 77, 1101, 595, 86, 1111, 1116, 615, 107, 115, 630, 632, 1167, 152, 156, 683, 1198, 688, 178, 691, 694, 187, 713, 1225, 231, 1263, 764, 1293, 794, 799, 1320, 298, 825, 319, 1366, 1373, 862, 361, 880, 1393, 1392, 375, 903, 914, 917, 409, 417, 422, 935, 434, 951, 963, 973, 985, 474, 476, 991, 482, 504, 506}"
graph_size_1500_k_0.25,1500,1008804,2376,0.19280266761779785,46,"{256, 259, 263, 1035, 1275, 273, 1043, 800, 293, 1068, 1070, 571, 316, 317, 1348, 1092, 604, 864, 1121, 103, 873, 1390, 883, 1139, 373, 122, 1403, 1406, 644, 134, 648, 1420, 1176, 1435, 416, 421, 1197, 1199, 1470, 195, 1220, 708, 712, 241, 1011, 511}"
graph_size_1600_k_0.25,1600,1039580,0,0.18551349639892578,0,set()
graph_size_1700_k_0.25,1700,1173268,3317,0.22778630256652832,57,"{509, 1283, 773, 1301, 278, 1049, 26, 1317, 294, 39, 1590, 1336, 59, 573, 318, 1604, 580, 1619, 855, 859, 92, 606, 863, 611, 1124, 867, 869, 353, 1135, 627, 1397, 636, 893, 1660, 1663, 1675, 1679, 403, 404, 1433, 1434, 1179, 414, 415, 1184, 428, 176, 1205, 959, 464, 994, 751, 1265, 1014, 1275, 1277, 1535}"
graph_size_1800_k_0.25,1800,1187975,284,0.21133017539978027,6,"{1248, 1739, 1579, 657, 1714, 1271}"
graph_size_1900_k_0.25,1900,1297285,1289,0.23816204071044922,27,"{512, 642, 281, 43, 1581, 1839, 1073, 1333, 438, 1079, 57, 1087, 199, 1226, 1485, 1621, 1114, 733, 1513, 1262, 1648, 1263, 1654, 118, 1146, 1404, 253}"
graph_size_2000_k_0.25,2000,1400640,2836,0.2667207717895508,53,"{1792, 0, 258, 263, 1036, 1040, 1300, 1305, 802, 554, 324, 582, 1095, 71, 1868, 1875, 1876, 1367, 343, 1882, 1881, 1638, 358, 360, 1648, 624, 883, 1140, 371, 391, 1929, 664, 415, 1698, 1449, 170, 1199, 1463, 708, 197, 966, 1482, 1740, 206, 460, 462, 1509, 999, 1006, 1775, 1523, 244, 1783}"
graph_size_2100_k_0.25,2100,1356968,1018,0.2314608097076416,21,"{384, 394, 1681, 146, 405, 922, 668, 2087, 1323, 312, 581, 326, 1493, 1242, 607, 864, 868, 361, 367, 1520, 117}"
