Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
1,1,15,0.00042247772216796875,1,{0}
2,301,52,0.0009913444519042969,1,{1}
3,501,52,0.0010175704956054688,1,{1}
4,682,125,0.001302480697631836,2,"{1, 3}"
5,906,159,0.001338958740234375,3,"{1, 2, 3}"
6,1139,86,0.0014986991882324219,2,"{1, 2}"
7,1456,145,0.0014770030975341797,3,"{1, 3, 4}"
8,1639,125,0.0015141963958740234,2,"{1, 3}"
9,1920,135,0.0015034675598144531,2,"{3, 6}"
10,2218,140,0.001569986343383789,2,"{6, 7}"
11,2539,140,0.0016100406646728516,3,"{0, 9, 6}"
12,2811,178,0.0016951560974121094,2,"{10, 7}"
13,3059,196,0.0025055408477783203,3,"{8, 10, 6}"
14,3462,203,0.0028362274169921875,3,"{9, 10, 12}"
15,3822,176,0.0024209022521972656,3,"{8, 11, 7}"
16,3905,178,0.0020759105682373047,2,"{10, 7}"
17,4181,185,0.0020685195922851562,2,"{10, 13}"
18,4531,177,0.0020761489868164062,3,"{9, 13, 14}"
19,5023,222,0.002274036407470703,3,"{11, 3, 13}"
20,5260,193,0.002898693084716797,3,"{3, 10, 19}"
21,5511,241,0.002724170684814453,3,"{9, 10, 7}"
22,5710,202,0.0024576187133789062,4,"{8, 9, 4, 13}"
23,6411,226,0.0025632381439208984,3,"{10, 11, 6}"
24,6502,209,0.0025873184204101562,3,"{10, 20, 22}"
25,6558,214,0.003187417984008789,3,"{10, 12, 22}"
26,7187,261,0.002713441848754883,4,"{9, 3, 12, 13}"
27,7620,262,0.0033881664276123047,3,"{25, 13, 23}"
28,7719,233,0.0029578208923339844,3,"{13, 6, 23}"
29,7956,241,0.002817392349243164,4,"{25, 27, 6, 7}"
30,8217,237,0.0032396316528320312,3,"{13, 22, 7}"
31,9161,271,0.0031151771545410156,4,"{25, 13, 29, 5}"
32,9752,271,0.0034356117248535156,4,"{16, 10, 29, 13}"
33,9509,240,0.0034253597259521484,3,"{32, 13, 22}"
34,9795,294,0.0035872459411621094,4,"{32, 9, 29, 7}"
35,10561,314,0.004206180572509766,5,"{33, 9, 10, 20, 23}"
36,10344,239,0.0046885013580322266,3,"{25, 13, 9}"
37,10960,277,0.008755922317504883,3,"{25, 10, 23}"
38,11520,259,0.0034880638122558594,3,"{10, 13, 22}"
39,11862,303,0.0038716793060302734,5,"{33, 37, 11, 22, 25}"
40,11607,255,0.0037012100219726562,3,"{25, 7, 23}"
41,12412,323,0.0038003921508789062,4,"{32, 10, 11, 7}"
42,13186,317,0.0038187503814697266,4,"{25, 13, 9, 7}"
43,12955,241,0.0037822723388671875,4,"{39, 7, 29, 15}"
44,13406,309,0.003693819046020508,4,"{32, 25, 34, 6}"
45,13869,274,0.004697322845458984,4,"{25, 44, 30, 7}"
46,14330,283,0.0038568973541259766,4,"{10, 11, 22, 15}"
47,14370,279,0.004422903060913086,5,"{32, 35, 40, 43, 15}"
48,15198,312,0.00433349609375,5,"{34, 6, 7, 8, 9}"
49,15493,262,0.004258871078491211,4,"{10, 11, 4, 7}"
50,15563,244,0.004076480865478516,3,"{32, 10, 48}"
51,16333,308,0.004510164260864258,4,"{32, 1, 34, 10}"
52,16433,310,0.00488734245300293,4,"{10, 44, 29, 22}"
53,17022,318,0.004257678985595703,4,"{48, 25, 10, 11}"
54,17193,312,0.0058536529541015625,4,"{25, 13, 22, 6}"
55,17245,297,0.004624843597412109,4,"{34, 3, 53, 6}"
56,17797,305,0.004598379135131836,4,"{13, 3, 34, 29}"
57,17793,281,0.004450321197509766,4,"{25, 13, 38, 7}"
58,18683,310,0.004803180694580078,5,"{3, 41, 11, 44, 25}"
59,19144,284,0.0048274993896484375,4,"{56, 34, 11, 15}"
60,19555,292,0.004887104034423828,4,"{25, 50, 19, 23}"
61,19369,296,0.004925966262817383,4,"{8, 34, 10, 53}"
62,20944,358,0.005086660385131836,5,"{32, 10, 47, 55, 25}"
63,20856,357,0.00497889518737793,4,"{10, 58, 51, 53}"
64,21220,350,0.006521701812744141,4,"{56, 25, 13, 22}"
65,20861,325,0.005281925201416016,4,"{35, 10, 51, 23}"
66,21585,345,0.0053522586822509766,4,"{10, 11, 13, 63}"
67,21904,354,0.0065724849700927734,4,"{10, 3, 13, 63}"
68,22276,314,0.005251169204711914,4,"{56, 25, 50, 47}"
69,23037,338,0.005266427993774414,4,"{10, 11, 50, 58}"
70,23227,326,0.00587916374206543,4,"{50, 35, 53, 63}"
71,24291,435,0.005356550216674805,5,"{10, 13, 48, 25, 63}"
72,23831,310,0.006029367446899414,4,"{10, 15, 53, 7}"
73,23691,301,0.005400657653808594,4,"{1, 50, 51, 70}"
74,24793,326,0.005769252777099609,4,"{32, 11, 13, 63}"
75,25426,360,0.0061571598052978516,5,"{70, 45, 23, 59, 63}"
76,25981,441,0.005942583084106445,5,"{10, 13, 51, 23, 58}"
77,26074,321,0.006399393081665039,4,"{48, 10, 3, 13}"
78,27193,353,0.0066831111907958984,4,"{32, 25, 50, 23}"
79,27146,353,0.006173372268676758,5,"{65, 40, 12, 50, 23}"
80,26215,354,0.006639719009399414,5,"{70, 11, 44, 48, 56}"
81,27427,292,0.0065958499908447266,4,"{53, 11, 77, 62}"
82,28510,346,0.006685495376586914,4,"{50, 53, 58, 13}"
83,28318,319,0.006599903106689453,4,"{59, 60, 77, 7}"
84,28250,318,0.007140398025512695,4,"{48, 25, 10, 44}"
85,29973,376,0.007588624954223633,4,"{56, 59, 53, 63}"
86,28894,374,0.0066301822662353516,4,"{32, 10, 56, 83}"
87,30537,353,0.008244037628173828,5,"{37, 77, 52, 23, 58}"
88,30570,352,0.0070209503173828125,4,"{10, 83, 76, 84}"
89,31039,362,0.0069239139556884766,4,"{3, 10, 51, 77}"
90,30962,365,0.007263660430908203,5,"{33, 7, 13, 86, 25}"
91,31731,342,0.007246494293212891,5,"{65, 47, 50, 22, 58}"
92,31439,406,0.007211923599243164,5,"{6, 10, 80, 83, 23}"
93,32266,377,0.008344888687133789,4,"{56, 10, 58, 77}"
94,33036,344,0.007646799087524414,4,"{50, 10, 70, 23}"
95,33884,366,0.008387088775634766,5,"{13, 86, 90, 91, 63}"
96,33255,353,0.008135795593261719,4,"{58, 50, 77, 86}"
97,33533,376,0.007613182067871094,5,"{32, 6, 81, 51, 53}"
98,34710,342,0.008086204528808594,4,"{96, 83, 53, 86}"
99,34169,373,0.0077822208404541016,5,"{6, 39, 10, 80, 56}"
100,34535,328,0.008776664733886719,4,"{32, 50, 99, 76}"
101,35857,325,0.008867502212524414,5,"{96, 45, 86, 25, 91}"
102,35765,395,0.00940704345703125,5,"{99, 71, 77, 51, 53}"
103,36357,386,0.008096456527709961,5,"{32, 6, 7, 22, 25}"
104,36726,350,0.009409666061401367,5,"{64, 77, 15, 83, 93}"
105,37612,370,0.00828409194946289,4,"{32, 50, 77, 63}"
106,37344,352,0.009175777435302734,5,"{100, 37, 6, 84, 59}"
107,38756,367,0.008780956268310547,6,"{32, 6, 43, 83, 60, 31}"
108,38048,406,0.008504867553710938,5,"{65, 70, 83, 51, 59}"
109,39139,377,0.010336160659790039,5,"{40, 23, 58, 60, 63}"
110,39080,455,0.008496999740600586,5,"{101, 77, 50, 56, 58}"
111,39376,332,0.009890556335449219,4,"{25, 106, 35, 93}"
112,40022,338,0.008703947067260742,5,"{32, 101, 104, 108, 19}"
113,39937,347,0.009664773941040039,4,"{10, 76, 22, 23}"
114,41023,352,0.009134054183959961,4,"{53, 13, 101, 93}"
115,41510,395,0.010889291763305664,5,"{3, 100, 70, 108, 25}"
116,40947,368,0.009716987609863281,5,"{71, 77, 50, 56, 57}"
117,41930,353,0.00916147232055664,5,"{35, 3, 7, 109, 83}"
118,42644,405,0.009398698806762695,5,"{98, 101, 76, 50, 51}"
119,43215,365,0.011092901229858398,5,"{106, 77, 113, 87, 31}"
120,44191,381,0.009315252304077148,6,"{40, 50, 52, 117, 55, 62}"
121,43760,346,0.010284900665283203,4,"{50, 83, 6, 106}"
122,43520,398,0.009951591491699219,5,"{39, 110, 51, 56, 63}"
123,44276,340,0.009833335876464844,4,"{56, 7, 6, 119}"
124,44384,325,0.010649681091308594,5,"{97, 99, 72, 83, 84}"
125,45517,409,0.010640144348144531,5,"{96, 106, 11, 29, 63}"
126,46313,380,0.009808063507080078,4,"{25, 50, 77, 63}"
127,45441,364,0.009961366653442383,5,"{37, 7, 106, 84, 22}"
128,46267,331,0.009992837905883789,4,"{34, 51, 58, 23}"
129,46481,379,0.010529756546020508,5,"{69, 13, 110, 53, 119}"
130,45744,357,0.009869813919067383,4,"{112, 113, 106, 76}"
131,47796,364,0.010745525360107422,5,"{100, 13, 109, 51, 52}"
132,47992,332,0.010871171951293945,4,"{56, 11, 123, 7}"
133,49704,387,0.009992361068725586,6,"{65, 39, 50, 22, 88, 29}"
134,48858,340,0.011453628540039062,4,"{58, 99, 106, 119}"
135,49573,397,0.010885477066040039,5,"{39, 106, 11, 50, 63}"
136,49301,360,0.0101165771484375,4,"{117, 59, 77, 63}"
137,49559,423,0.010989904403686523,5,"{97, 1, 77, 113, 25}"
138,50289,403,0.01109170913696289,5,"{102, 104, 13, 83, 56}"
139,51577,359,0.011167526245117188,5,"{128, 97, 77, 115, 59}"
140,51195,386,0.012787580490112305,5,"{50, 51, 52, 55, 63}"
141,52559,416,0.011667966842651367,5,"{32, 1, 50, 25, 93}"
142,52216,351,0.01270747184753418,4,"{97, 140, 29, 127}"
143,53449,443,0.011043310165405273,5,"{128, 106, 77, 50, 123}"
144,52810,383,0.012264490127563477,5,"{1, 34, 48, 127, 63}"
145,53762,356,0.011636972427368164,4,"{109, 77, 93, 119}"
146,54636,452,0.011140584945678711,5,"{101, 10, 145, 51, 119}"
147,54439,456,0.01083827018737793,5,"{34, 138, 50, 51, 63}"
148,54947,381,0.012012481689453125,4,"{138, 10, 93, 13}"
149,54469,401,0.012059450149536133,5,"{145, 23, 53, 119, 60}"
150,56912,431,0.012056589126586914,5,"{3, 138, 110, 113, 56}"
151,55804,390,0.01804327964782715,6,"{6, 12, 141, 113, 126, 63}"
152,55995,405,0.012241363525390625,6,"{1, 4, 104, 138, 22, 59}"
153,56720,367,0.011723995208740234,5,"{1, 130, 97, 81, 119}"
154,57594,410,0.011876344680786133,5,"{9, 140, 141, 152, 63}"
155,58175,374,0.012424707412719727,5,"{15, 48, 58, 123, 127}"
156,58101,389,0.012569189071655273,5,"{137, 10, 140, 117, 154}"
157,58692,408,0.011997461318969727,6,"{97, 35, 15, 48, 117, 25}"
158,59400,424,0.01255035400390625,5,"{112, 51, 86, 56, 29}"
159,59471,361,0.011449098587036133,5,"{32, 98, 114, 148, 119}"
160,60537,428,0.015217781066894531,5,"{106, 13, 56, 60, 127}"
161,61075,419,0.01259613037109375,5,"{65, 3, 106, 77, 23}"
162,60921,397,0.012605905532836914,5,"{50, 83, 86, 87, 59}"
163,61452,417,0.012343645095825195,5,"{32, 109, 152, 58, 63}"
164,61918,374,0.012085199356079102,4,"{97, 59, 93, 63}"
165,61847,378,0.013514280319213867,5,"{33, 135, 83, 53, 86}"
166,63157,473,0.013211727142333984,5,"{162, 10, 13, 113, 119}"
167,62817,396,0.012866497039794922,5,"{130, 100, 13, 55, 56}"
168,63187,397,0.012090921401977539,5,"{34, 104, 10, 55, 93}"
169,62276,426,0.012397289276123047,5,"{162, 164, 168, 13, 112}"
170,64603,435,0.013249874114990234,6,"{99, 10, 13, 110, 19, 152}"
171,65907,441,0.013259172439575195,6,"{96, 3, 164, 76, 50, 57}"
172,65908,449,0.014122724533081055,5,"{100, 166, 106, 13, 113}"
173,63768,384,0.01343393325805664,4,"{152, 10, 53, 127}"
174,65524,361,0.013393878936767578,5,"{96, 99, 166, 60, 29}"
175,67929,434,0.014146089553833008,5,"{97, 76, 13, 22, 152}"
176,67432,407,0.013062477111816406,5,"{168, 52, 53, 119, 25}"
177,68303,428,0.015058040618896484,5,"{40, 138, 176, 50, 51}"
178,67351,385,0.013731241226196289,5,"{100, 171, 114, 152, 56}"
