Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
1,1,15,0.0003936290740966797,1,{0}
2,151,52,0.0006687641143798828,1,{1}
3,251,52,0.0008029937744140625,1,{1}
4,335,125,0.0008332729339599609,2,"{1, 3}"
5,450,159,0.0008542537689208984,3,"{1, 2, 3}"
6,544,86,0.0008399486541748047,2,"{1, 2}"
7,717,145,0.0009412765502929688,3,"{1, 3, 4}"
8,836,125,0.0009906291961669922,2,"{1, 3}"
9,965,135,0.0011713504791259766,2,"{3, 6}"
10,1109,140,0.001016378402709961,2,"{6, 7}"
11,1254,140,0.0010533332824707031,3,"{0, 9, 6}"
12,1340,178,0.001107931137084961,2,"{10, 7}"
13,1551,196,0.001149892807006836,3,"{8, 10, 6}"
14,1733,203,0.0011813640594482422,3,"{9, 10, 12}"
15,1801,176,0.0011353492736816406,3,"{8, 11, 7}"
16,2017,178,0.00130462646484375,2,"{10, 7}"
17,2111,185,0.0013227462768554688,2,"{10, 13}"
18,2272,177,0.0012416839599609375,3,"{9, 13, 14}"
19,2416,222,0.00133514404296875,3,"{3, 11, 13}"
20,2613,193,0.0014219284057617188,3,"{3, 10, 19}"
21,2656,241,0.0015873908996582031,3,"{9, 10, 7}"
22,2829,193,0.0016093254089355469,3,"{3, 20, 13}"
23,3266,226,0.0016508102416992188,3,"{10, 11, 6}"
24,3236,209,0.0017940998077392578,3,"{10, 20, 22}"
25,3312,214,0.0015304088592529297,3,"{10, 12, 22}"
26,3530,261,0.0014917850494384766,4,"{9, 3, 12, 13}"
27,3656,238,0.0017604827880859375,3,"{25, 13, 6}"
28,3856,233,0.006257772445678711,3,"{13, 6, 23}"
29,4059,231,0.0018100738525390625,3,"{25, 6, 7}"
30,4233,237,0.001711130142211914,3,"{13, 22, 7}"
31,4552,271,0.0020475387573242188,4,"{25, 29, 5, 13}"
32,4579,271,0.0018124580383300781,4,"{16, 10, 29, 13}"
33,4804,240,0.0019488334655761719,3,"{32, 13, 22}"
34,4933,294,0.0018825531005859375,4,"{32, 9, 29, 7}"
35,5494,311,0.0021209716796875,4,"{9, 10, 6, 23}"
36,5212,239,0.002573728561401367,3,"{9, 13, 25}"
37,5258,277,0.0021865367889404297,3,"{25, 10, 23}"
38,5533,259,0.0020394325256347656,3,"{10, 13, 22}"
39,6187,322,0.002277374267578125,5,"{33, 9, 11, 22, 25}"
40,6031,255,0.0030241012573242188,3,"{25, 23, 7}"
41,6155,323,0.0021750926971435547,4,"{32, 10, 11, 7}"
42,6622,302,0.0021643638610839844,4,"{25, 35, 13, 7}"
43,6286,241,0.002322673797607422,4,"{29, 15, 7, 39}"
