Graph Name,Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
graph_size_1_k_0.75,1,2,15,2.384185791015625e-05,1,{0}
graph_size_2_k_0.75,2,4,52,1.1205673217773438e-05,1,{1}
graph_size_3_k_0.75,3,7,52,1.0967254638671875e-05,1,{1}
graph_size_4_k_0.75,4,12,125,9.059906005859375e-06,2,"{1, 3}"
graph_size_5_k_0.75,5,18,159,1.239776611328125e-05,3,"{1, 2, 3}"
graph_size_6_k_0.75,6,18,73,1.3589859008789062e-05,1,{3}
graph_size_7_k_0.75,7,26,145,1.33514404296875e-05,3,"{1, 3, 4}"
graph_size_8_k_0.75,8,26,78,1.0728836059570312e-05,1,{7}
graph_size_9_k_0.75,9,31,78,1.1444091796875e-05,1,{7}
graph_size_10_k_0.75,10,38,140,1.4543533325195312e-05,2,"{6, 7}"
graph_size_11_k_0.75,11,43,120,1.33514404296875e-05,2,"{10, 4}"
graph_size_12_k_0.75,12,48,178,1.33514404296875e-05,2,"{10, 7}"
graph_size_13_k_0.75,13,53,173,1.5735626220703125e-05,2,"{10, 3}"
graph_size_14_k_0.75,14,60,203,1.5020370483398438e-05,3,"{9, 10, 12}"
graph_size_15_k_0.75,15,63,163,1.5020370483398438e-05,2,"{9, 10}"
graph_size_16_k_0.75,16,68,178,1.621246337890625e-05,2,"{10, 7}"
graph_size_17_k_0.75,17,74,185,1.5497207641601562e-05,2,"{10, 13}"
graph_size_18_k_0.75,18,80,163,1.7642974853515625e-05,2,"{9, 10}"
graph_size_19_k_0.75,19,87,163,1.8596649169921875e-05,3,"{8, 10, 14}"
graph_size_20_k_0.75,20,91,185,1.9073486328125e-05,2,"{10, 13}"
graph_size_21_k_0.75,21,99,241,1.9550323486328125e-05,3,"{9, 10, 7}"
graph_size_22_k_0.75,22,105,183,1.9073486328125e-05,3,"{9, 10, 4}"
graph_size_23_k_0.75,23,109,173,1.9788742065429688e-05,2,"{10, 3}"
graph_size_24_k_0.75,24,115,185,2.09808349609375e-05,2,"{10, 13}"
graph_size_25_k_0.75,25,123,214,2.193450927734375e-05,3,"{10, 12, 22}"
graph_size_26_k_0.75,26,129,192,2.2411346435546875e-05,3,"{17, 10, 7}"
graph_size_27_k_0.75,27,133,178,2.1696090698242188e-05,2,"{10, 7}"
graph_size_28_k_0.75,28,139,178,2.3126602172851562e-05,2,"{10, 7}"
graph_size_29_k_0.75,29,145,186,2.2649765014648438e-05,2,"{10, 23}"
graph_size_30_k_0.75,30,154,219,2.4318695068359375e-05,3,"{8, 10, 13}"
graph_size_31_k_0.75,31,160,269,2.47955322265625e-05,3,"{25, 10, 7}"
graph_size_32_k_0.75,32,168,271,3.4332275390625e-05,4,"{16, 10, 29, 13}"
graph_size_33_k_0.75,33,171,191,2.765655517578125e-05,2,"{25, 10}"
graph_size_34_k_0.75,34,179,205,2.5987625122070312e-05,3,"{10, 19, 13}"
graph_size_35_k_0.75,35,186,277,2.8848648071289062e-05,3,"{25, 10, 23}"
graph_size_36_k_0.75,36,193,234,2.7179718017578125e-05,3,"{10, 35, 23}"
graph_size_37_k_0.75,37,199,277,4.220008850097656e-05,3,"{25, 10, 23}"
graph_size_38_k_0.75,38,206,259,2.8848648071289062e-05,3,"{10, 13, 22}"
graph_size_39_k_0.75,39,215,301,3.075599670410156e-05,4,"{32, 10, 31, 7}"
graph_size_40_k_0.75,40,219,252,2.8848648071289062e-05,3,"{10, 22, 7}"
graph_size_41_k_0.75,41,226,269,3.075599670410156e-05,3,"{25, 10, 7}"
graph_size_42_k_0.75,42,233,252,3.0279159545898438e-05,3,"{10, 22, 7}"
graph_size_43_k_0.75,43,240,231,3.147125244140625e-05,3,"{25, 10, 12}"
graph_size_44_k_0.75,44,249,286,3.2901763916015625e-05,4,"{10, 11, 37, 7}"
graph_size_45_k_0.75,45,254,269,3.2901763916015625e-05,3,"{25, 10, 7}"
graph_size_46_k_0.75,46,263,283,3.337860107421875e-05,4,"{10, 11, 22, 15}"
graph_size_47_k_0.75,47,268,186,3.457069396972656e-05,3,"{10, 12, 39}"
graph_size_48_k_0.75,48,277,307,3.62396240234375e-05,4,"{10, 3, 29, 6}"
graph_size_49_k_0.75,49,282,251,3.409385681152344e-05,3,"{10, 3, 7}"
graph_size_50_k_0.75,50,289,244,4.315376281738281e-05,3,"{32, 10, 48}"
graph_size_51_k_0.75,51,298,308,4.029273986816406e-05,4,"{32, 1, 10, 34}"
graph_size_52_k_0.75,52,303,255,3.600120544433594e-05,3,"{10, 51, 44}"
graph_size_53_k_0.75,53,310,276,3.600120544433594e-05,3,"{25, 10, 13}"
graph_size_54_k_0.75,54,319,222,3.719329833984375e-05,4,"{10, 18, 22, 47}"
graph_size_55_k_0.75,55,326,259,4.1484832763671875e-05,4,"{10, 28, 50, 12}"
graph_size_56_k_0.75,56,332,255,3.814697265625e-05,3,"{25, 10, 11}"
graph_size_57_k_0.75,57,341,249,3.981590270996094e-05,4,"{56, 10, 43, 46}"
graph_size_58_k_0.75,58,346,210,3.886222839355469e-05,3,"{10, 34, 20}"
graph_size_59_k_0.75,59,354,258,3.886222839355469e-05,3,"{10, 29, 23}"
graph_size_60_k_0.75,60,361,263,4.076957702636719e-05,3,"{10, 51, 29}"
graph_size_61_k_0.75,61,368,223,3.981590270996094e-05,3,"{56, 10, 5}"
graph_size_62_k_0.75,62,376,274,4.0531158447265625e-05,3,"{10, 50, 58}"
graph_size_63_k_0.75,63,385,357,5.054473876953125e-05,4,"{10, 51, 58, 53}"
graph_size_64_k_0.75,64,392,294,4.863739013671875e-05,4,"{48, 25, 10, 12}"
graph_size_65_k_0.75,65,400,291,4.673004150390625e-05,4,"{16, 25, 10, 23}"
graph_size_66_k_0.75,66,407,345,4.482269287109375e-05,4,"{10, 11, 13, 63}"
