Graph Name,Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
graph_size_1_k_0.25,1,2,15,1.7404556274414062e-05,1,{0}
graph_size_2_k_0.25,2,4,52,1.1444091796875e-05,1,{1}
graph_size_3_k_0.25,3,9,86,9.775161743164062e-06,2,"{1, 2}"
graph_size_4_k_0.25,4,12,125,1.0728836059570312e-05,2,"{1, 3}"
graph_size_5_k_0.25,5,20,179,1.239776611328125e-05,4,"{1, 2, 3, 4}"
graph_size_6_k_0.25,6,22,159,1.1444091796875e-05,3,"{1, 2, 3}"
graph_size_7_k_0.25,7,26,187,2.1696090698242188e-05,3,"{1, 3, 6}"
graph_size_8_k_0.25,8,30,171,1.3589859008789062e-05,3,"{3, 4, 7}"
graph_size_9_k_0.25,9,39,262,1.430511474609375e-05,5,"{0, 3, 6, 7, 8}"
graph_size_10_k_0.25,10,42,189,1.33514404296875e-05,4,"{8, 0, 6, 7}"
graph_size_11_k_0.25,11,49,298,1.5020370483398438e-05,5,"{1, 2, 7, 8, 10}"
graph_size_12_k_0.25,12,52,255,1.4781951904296875e-05,4,"{0, 10, 6, 7}"
graph_size_13_k_0.25,13,59,286,1.6927719116210938e-05,5,"{0, 3, 8, 10, 11}"
graph_size_14_k_0.25,14,64,370,1.6689300537109375e-05,5,"{3, 7, 8, 10, 13}"
graph_size_15_k_0.25,15,69,306,1.621246337890625e-05,5,"{0, 3, 7, 10, 12}"
graph_size_16_k_0.25,16,76,422,1.9788742065429688e-05,6,"{6, 7, 8, 9, 10, 13}"
graph_size_17_k_0.25,17,82,384,1.7881393432617188e-05,6,"{6, 7, 10, 13, 15, 16}"
graph_size_18_k_0.25,18,92,423,1.9550323486328125e-05,8,"{5, 9, 10, 11, 13, 14, 15, 16}"
graph_size_19_k_0.25,19,93,335,1.9550323486328125e-05,6,"{1, 5, 6, 7, 10, 18}"
graph_size_20_k_0.25,20,99,363,2.09808349609375e-05,6,"{5, 7, 9, 10, 13, 16}"
graph_size_21_k_0.25,21,109,435,2.2172927856445312e-05,8,"{4, 7, 8, 9, 10, 13, 19, 20}"
graph_size_22_k_0.25,22,115,445,2.4318695068359375e-05,8,"{4, 5, 6, 7, 9, 10, 13, 17}"
graph_size_23_k_0.25,23,119,389,2.2649765014648438e-05,7,"{4, 6, 7, 10, 11, 15, 19}"
graph_size_24_k_0.25,24,127,487,3.409385681152344e-05,8,"{3, 10, 11, 13, 15, 16, 18, 23}"
graph_size_25_k_0.25,25,133,461,4.696846008300781e-05,8,"{3, 6, 10, 12, 13, 17, 21, 22}"
graph_size_26_k_0.25,26,137,403,2.384185791015625e-05,7,"{3, 7, 10, 11, 14, 15, 17}"
graph_size_27_k_0.25,27,147,548,2.6464462280273438e-05,9,"{6, 7, 10, 11, 14, 18, 20, 22, 23}"
graph_size_28_k_0.25,28,151,486,2.5510787963867188e-05,8,"{0, 6, 7, 10, 12, 16, 23, 25}"
graph_size_29_k_0.25,29,155,476,2.5987625122070312e-05,7,"{3, 6, 10, 13, 15, 18, 25}"
