Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution
100,673,180,0.01100015640258789,"{35, 26, 99, 55}"
200,1539,180,0.0039997100830078125,"{33, 69, 70, 173, 85}"
300,2477,114,0.011382102966308594,"{40, 33, 203, 21}"
400,3468,374,0.012802600860595703,"{237, 302, 145, 245, 153}"
500,4495,216,0.06515884399414062,"{192, 486, 12, 154, 348, 413}"
600,5548,204,0.028205394744873047,"{527, 303, 49, 210, 213}"
700,6626,258,0.05281686782836914,"{33, 180, 84, 407, 601}"
800,7728,370,0.07894682884216309,"{672, 193, 38, 137, 86, 56}"
900,8847,309,0.10102558135986328,"{199, 520, 391, 685, 115, 54, 792}"
1000,9980,382,0.08385181427001953,"{137, 241, 211, 152, 185, 986, 159}"
1100,11124,318,0.09596133232116699,"{711, 361, 187, 605, 510}"
1200,12287,302,0.12790131568908691,"{965, 947, 886, 440, 478, 767}"
1300,13462,206,0.2457442283630371,"{641, 708, 359, 456, 1258, 946, 915}"
1400,14646,363,0.6799991130828857,"{352, 321, 1292, 402, 948, 1142, 535}"
1500,15841,511,0.5919997692108154,"{408, 550, 1420, 206, 1112, 1241, 1086}"
1600,17043,179,0.612999677658081,"{296, 972, 943, 1585, 89, 988}"
1700,18254,312,0.3307483196258545,"{448, 837, 199, 1519, 1361}"
1800,19477,324,0.2685813903808594,"{577, 969, 1772, 1774, 697, 122}"
1900,20709,412,0.2631855010986328,"{842, 1869, 1742, 50, 115, 634, 860}"
2000,21946,400,0.3076643943786621,"{1666, 228, 102, 1479, 876, 556, 1945}"
2100,23190,336,0.3194601535797119,"{1248, 231, 1706, 907, 277, 216, 223}"
2200,24442,352,0.31598401069641113,"{258, 1831, 1703, 205, 87, 375, 185}"
2300,25698,353,0.37641477584838867,"{195, 2022, 1395, 1916, 285, 958}"
2400,26962,323,0.4408864974975586,"{1761, 560, 2167, 1271, 186, 2175}"
2500,28232,186,0.43605923652648926,"{576, 449, 1667, 753, 178, 1947}"
2600,29508,402,0.7442009449005127,"{394, 881, 1715, 1524, 1243, 1183}"
2700,30789,278,1.2815821170806885,"{164, 421, 744, 2131, 213, 2298}"
2800,32076,327,0.5429513454437256,"{2624, 162, 614, 1106, 541, 2302}"
2900,33368,368,0.5923147201538086,"{809, 2443, 1612, 1169, 152, 541}"
3000,34665,430,0.37773847579956055,"{2848, 1185, 1156, 652, 147, 1820}"
3100,35968,294,2.9885823726654053,"{2176, 648, 1961, 3083, 1451, 1076, 951}"
3200,37275,325,0.4069993495941162,"{137, 493, 2254, 720, 2549, 1016, 2141}"
3300,38584,292,0.2720000743865967,"{133, 2315, 1744, 2261, 1015, 410}"
3400,39901,376,0.10699915885925293,"{1152, 129, 2255, 817, 472, 1086, 1790}"
3500,41218,264,0.16400146484375,"{935, 3243, 2448, 3477, 3320, 1820}"
