Graph Name,Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
graph_size_1_k_0.5,1,2,15,4.506111145019531e-05,1,{0}
graph_size_2_k_0.5,2,4,52,3.4809112548828125e-05,1,{1}
graph_size_3_k_0.5,3,9,86,3.361701965332031e-05,2,"{1, 2}"
graph_size_4_k_0.5,4,12,125,3.600120544433594e-05,2,"{1, 3}"
graph_size_5_k_0.5,5,18,159,3.838539123535156e-05,3,"{1, 2, 3}"
graph_size_6_k_0.5,6,20,125,4.100799560546875e-05,2,"{1, 3}"
graph_size_7_k_0.5,7,26,187,4.458427429199219e-05,3,"{1, 3, 6}"
graph_size_8_k_0.5,8,28,125,4.482269287109375e-05,2,"{1, 3}"
graph_size_9_k_0.5,9,35,169,4.601478576660156e-05,3,"{2, 3, 6}"
graph_size_10_k_0.5,10,40,127,4.887580871582031e-05,3,"{8, 0, 7}"
graph_size_11_k_0.5,11,47,264,5.364418029785156e-05,4,"{8, 1, 10, 7}"
graph_size_12_k_0.5,12,50,225,5.221366882324219e-05,3,"{9, 10, 6}"
graph_size_13_k_0.5,13,55,207,5.507469177246094e-05,3,"{8, 10, 3}"
graph_size_14_k_0.5,14,62,290,5.7697296142578125e-05,4,"{9, 11, 13, 7}"
graph_size_15_k_0.5,15,67,288,5.817413330078125e-05,4,"{9, 13, 6, 7}"
graph_size_16_k_0.5,16,72,325,6.222724914550781e-05,4,"{10, 13, 6, 7}"
graph_size_17_k_0.5,17,78,320,6.341934204101562e-05,4,"{10, 3, 13, 6}"
graph_size_18_k_0.5,18,86,288,6.818771362304688e-05,5,"{3, 5, 9, 10, 14}"
graph_size_19_k_0.5,19,89,230,6.890296936035156e-05,4,"{10, 5, 14, 7}"
graph_size_20_k_0.5,20,97,312,9.632110595703125e-05,5,"{3, 4, 8, 10, 13}"
graph_size_21_k_0.5,21,101,314,7.390975952148438e-05,4,"{9, 10, 3, 7}"
graph_size_22_k_0.5,22,111,292,7.677078247070312e-05,6,"{3, 4, 6, 7, 15, 17}"
graph_size_23_k_0.5,23,113,218,7.534027099609375e-05,4,"{19, 3, 12, 13}"
graph_size_24_k_0.5,24,121,360,8.535385131835938e-05,5,"{3, 7, 10, 11, 15}"
graph_size_25_k_0.5,25,127,349,8.130073547363281e-05,5,"{3, 6, 10, 12, 22}"
graph_size_26_k_0.5,26,135,366,8.678436279296875e-05,6,"{3, 9, 15, 19, 22, 25}"
graph_size_27_k_0.5,27,139,377,8.463859558105469e-05,5,"{1, 9, 13, 23, 25}"
graph_size_28_k_0.5,28,143,267,8.606910705566406e-05,4,"{8, 13, 6, 23}"
graph_size_29_k_0.5,29,149,323,8.916854858398438e-05,4,"{7, 13, 22, 23}"
graph_size_30_k_0.5,30,160,370,9.1552734375e-05,6,"{2, 10, 13, 15, 19, 23}"
graph_size_31_k_0.5,31,164,364,9.512901306152344e-05,5,"{7, 10, 13, 25, 27}"
graph_size_32_k_0.5,32,172,397,9.632110595703125e-05,6,"{7, 10, 13, 14, 16, 25}"
graph_size_33_k_0.5,33,177,299,9.751319885253906e-05,5,"{10, 11, 12, 23, 24}"
graph_size_34_k_0.5,34,183,353,0.0001010894775390625,5,"{32, 9, 10, 20, 22}"
graph_size_35_k_0.5,35,192,415,0.0001068115234375,6,"{33, 6, 9, 10, 22, 23}"
graph_size_36_k_0.5,36,197,348,0.00010275840759277344,5,"{9, 10, 13, 24, 25}"
graph_size_37_k_0.5,37,201,291,0.00010728836059570312,4,"{25, 10, 17, 23}"
graph_size_38_k_0.5,38,212,353,0.00011324882507324219,6,"{2, 8, 10, 11, 20, 23}"
graph_size_39_k_0.5,39,221,451,0.0001163482666015625,7,"{32, 3, 37, 11, 22, 25, 28}"
graph_size_40_k_0.5,40,225,400,0.00012350082397460938,6,"{3, 38, 7, 15, 23, 25}"
graph_size_41_k_0.5,41,232,457,0.00011777877807617188,6,"{32, 3, 7, 8, 10, 25}"
graph_size_42_k_0.5,42,237,406,0.00011873245239257812,5,"{34, 6, 7, 10, 25}"
graph_size_43_k_0.5,43,246,371,0.00012826919555664062,6,"{1, 7, 11, 13, 18, 29}"
graph_size_44_k_0.5,44,253,394,0.00012612342834472656,6,"{3, 37, 7, 10, 21, 23}"
graph_size_45_k_0.5,45,258,404,0.00012230873107910156,5,"{7, 9, 10, 25, 29}"
graph_size_46_k_0.5,46,269,400,0.00013303756713867188,7,"{4, 6, 11, 44, 21, 23, 25}"
graph_size_47_k_0.5,47,274,372,0.00013756752014160156,6,"{32, 1, 35, 40, 43, 23}"
graph_size_48_k_0.5,48,281,406,0.0001308917999267578,6,"{34, 7, 40, 46, 23, 25}"
graph_size_49_k_0.5,49,290,342,0.0001423358917236328,7,"{7, 10, 11, 44, 16, 21, 26}"
graph_size_50_k_0.5,50,297,441,0.00013327598571777344,7,"{32, 34, 6, 7, 15, 17, 23}"
graph_size_51_k_0.5,51,302,424,0.00013685226440429688,6,"{32, 34, 35, 7, 10, 31}"
graph_size_52_k_0.5,52,307,367,0.0001392364501953125,5,"{44, 13, 51, 23, 30}"
graph_size_53_k_0.5,53,318,474,0.000141143798828125,7,"{5, 10, 13, 15, 48, 23, 29}"
graph_size_54_k_0.5,54,323,442,0.00015211105346679688,6,"{6, 40, 44, 13, 22, 25}"
graph_size_55_k_0.5,55,328,339,0.00014281272888183594,5,"{6, 13, 51, 25, 27}"
graph_size_56_k_0.5,56,338,345,0.00014495849609375,6,"{33, 38, 42, 13, 51, 53}"
graph_size_57_k_0.5,57,347,464,0.00014710426330566406,7,"{10, 44, 13, 46, 16, 56, 25}"
graph_size_58_k_0.5,58,350,357,0.000148773193359375,5,"{34, 15, 50, 56, 31}"
graph_size_59_k_0.5,59,360,392,0.00015211105346679688,6,"{3, 5, 8, 13, 51, 23}"
graph_size_60_k_0.5,60,369,507,0.0001544952392578125,7,"{33, 13, 50, 19, 23, 56, 25}"
graph_size_61_k_0.5,61,374,463,0.00015544891357421875,6,"{9, 50, 56, 25, 59, 57}"
graph_size_62_k_0.5,62,382,544,0.0001595020294189453,6,"{10, 22, 23, 56, 25, 59}"
graph_size_63_k_0.5,63,387,398,0.00015878677368164062,5,"{35, 10, 13, 51, 22}"
graph_size_64_k_0.5,64,396,429,0.00018405914306640625,6,"{1, 10, 43, 48, 58, 63}"
graph_size_65_k_0.5,65,404,466,0.00016307830810546875,6,"{10, 13, 15, 53, 55, 25}"
graph_size_66_k_0.5,66,413,521,0.0001685619354248047,7,"{32, 10, 11, 13, 50, 28, 29}"
graph_size_67_k_0.5,67,419,429,0.00016760826110839844,6,"{41, 10, 53, 23, 63, 31}"
graph_size_68_k_0.5,68,426,466,0.00017547607421875,6,"{32, 34, 38, 10, 53, 63}"
graph_size_69_k_0.5,69,432,406,0.0001761913299560547,5,"{10, 11, 52, 56, 63}"
graph_size_70_k_0.5,70,442,517,0.00017595291137695312,6,"{10, 11, 51, 53, 58, 63}"
graph_size_71_k_0.5,71,447,438,0.00018644332885742188,5,"{34, 50, 58, 59, 63}"
graph_size_72_k_0.5,72,457,436,0.00017976760864257812,6,"{2, 4, 10, 23, 56, 63}"
graph_size_73_k_0.5,73,464,444,0.00017952919006347656,6,"{9, 10, 11, 13, 25, 30}"
graph_size_74_k_0.5,74,472,492,0.00018525123596191406,6,"{65, 71, 10, 13, 51, 63}"
graph_size_75_k_0.5,75,478,441,0.00018548965454101562,5,"{13, 51, 22, 56, 25}"
graph_size_76_k_0.5,76,487,471,0.00018906593322753906,6,"{3, 10, 43, 13, 50, 58}"
graph_size_77_k_0.5,77,495,489,0.000202178955078125,6,"{1, 10, 76, 44, 50, 51}"
graph_size_78_k_0.5,78,505,543,0.00023031234741210938,7,"{65, 3, 35, 10, 51, 59, 29}"
