Graph Name,Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
graph_size_1_k_0.75,1,2,15,7.128715515136719e-05,1,{0}
graph_size_2_k_0.75,2,4,52,3.5762786865234375e-05,1,{1}
graph_size_3_k_0.75,3,7,52,3.4332275390625e-05,1,{1}
graph_size_4_k_0.75,4,12,125,3.600120544433594e-05,2,"{1, 3}"
graph_size_5_k_0.75,5,18,159,3.9577484130859375e-05,3,"{1, 2, 3}"
graph_size_6_k_0.75,6,20,86,7.724761962890625e-05,2,"{1, 2}"
graph_size_7_k_0.75,7,26,145,4.267692565917969e-05,3,"{1, 3, 4}"
graph_size_8_k_0.75,8,28,96,4.315376281738281e-05,2,"{2, 6}"
graph_size_9_k_0.75,9,33,135,4.649162292480469e-05,2,"{3, 6}"
graph_size_10_k_0.75,10,38,115,4.982948303222656e-05,2,"{9, 1}"
graph_size_11_k_0.75,11,43,120,5.0067901611328125e-05,2,"{10, 4}"
graph_size_12_k_0.75,12,48,178,5.078315734863281e-05,2,"{10, 7}"
graph_size_13_k_0.75,13,55,196,5.459785461425781e-05,3,"{8, 10, 6}"
graph_size_14_k_0.75,14,60,203,5.53131103515625e-05,3,"{9, 10, 12}"
graph_size_15_k_0.75,15,63,163,6.890296936035156e-05,2,"{13, 7}"
graph_size_16_k_0.75,16,68,178,5.936622619628906e-05,2,"{10, 7}"
graph_size_17_k_0.75,17,74,185,6.437301635742188e-05,2,"{10, 13}"
graph_size_18_k_0.75,18,80,163,7.200241088867188e-05,2,"{9, 10}"
graph_size_19_k_0.75,19,87,163,6.771087646484375e-05,3,"{8, 10, 14}"
graph_size_20_k_0.75,20,91,185,6.961822509765625e-05,2,"{10, 13}"
graph_size_21_k_0.75,21,99,241,7.128715515136719e-05,3,"{9, 10, 7}"
graph_size_22_k_0.75,22,105,183,7.510185241699219e-05,3,"{9, 10, 4}"
graph_size_23_k_0.75,23,111,226,7.534027099609375e-05,3,"{10, 11, 6}"
graph_size_24_k_0.75,24,117,209,7.891654968261719e-05,3,"{10, 20, 22}"
graph_size_25_k_0.75,25,123,214,8.153915405273438e-05,3,"{10, 12, 22}"
graph_size_26_k_0.75,26,129,254,8.249282836914062e-05,3,"{25, 13, 7}"
graph_size_27_k_0.75,27,135,262,8.416175842285156e-05,3,"{25, 13, 23}"
graph_size_28_k_0.75,28,141,217,8.726119995117188e-05,3,"{25, 12, 23}"
graph_size_29_k_0.75,29,149,241,9.131431579589844e-05,4,"{25, 27, 6, 7}"
graph_size_30_k_0.75,30,154,219,0.00010538101196289062,3,"{8, 10, 13}"
graph_size_31_k_0.75,31,160,269,9.34600830078125e-05,3,"{25, 10, 7}"
graph_size_32_k_0.75,32,168,262,9.799003601074219e-05,4,"{16, 25, 29, 13}"
graph_size_33_k_0.75,33,171,191,9.560585021972656e-05,2,"{25, 10}"
graph_size_34_k_0.75,34,179,205,9.775161743164062e-05,3,"{10, 19, 13}"
graph_size_35_k_0.75,35,186,277,0.00010275840759277344,3,"{25, 10, 23}"
graph_size_36_k_0.75,36,193,234,0.00010204315185546875,3,"{10, 35, 23}"
graph_size_37_k_0.75,37,199,277,0.00010442733764648438,3,"{25, 10, 23}"
graph_size_38_k_0.75,38,206,229,0.00010776519775390625,3,"{25, 1, 23}"
graph_size_39_k_0.75,39,211,174,0.00010752677917480469,2,"{10, 22}"
graph_size_40_k_0.75,40,219,252,0.000118255615234375,3,"{10, 22, 7}"
graph_size_41_k_0.75,41,226,269,0.00011181831359863281,3,"{25, 10, 7}"
graph_size_42_k_0.75,42,235,317,0.00011444091796875,4,"{25, 13, 9, 7}"
graph_size_43_k_0.75,43,240,231,0.00011706352233886719,3,"{25, 10, 12}"
graph_size_44_k_0.75,44,249,309,0.0001354217529296875,4,"{32, 25, 34, 6}"
