Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
1,1,15,0.0003848075866699219,1,{0}
2,151,52,0.0007607936859130859,1,{1}
3,238,86,0.0008263587951660156,2,"{1, 2}"
4,252,125,0.0007457733154296875,2,"{1, 3}"
5,380,159,0.001071929931640625,3,"{1, 2, 3}"
6,523,125,0.0008871555328369141,2,"{1, 3}"
7,613,187,0.0010149478912353516,3,"{1, 3, 6}"
8,776,125,0.0010521411895751953,2,"{1, 3}"
9,944,169,0.0010704994201660156,3,"{2, 3, 6}"
10,1067,155,0.0010573863983154297,3,"{0, 6, 7}"
11,1212,264,0.0010962486267089844,4,"{8, 1, 10, 7}"
12,1356,240,0.0011167526245117188,3,"{10, 6, 7}"
13,1458,236,0.002035856246948242,4,"{8, 10, 12, 6}"
14,1598,326,0.0013093948364257812,4,"{9, 10, 13, 7}"
15,1727,303,0.001373291015625,4,"{9, 10, 6, 7}"
16,1968,325,0.00135040283203125,4,"{10, 13, 6, 7}"
17,2107,320,0.0014009475708007812,4,"{10, 3, 13, 6}"
18,2287,304,0.0014214515686035156,6,"{5, 9, 11, 12, 13, 14}"
19,2360,233,0.0016932487487792969,4,"{3, 4, 6, 7}"
20,2554,312,0.0014994144439697266,5,"{3, 4, 8, 10, 13}"
21,2668,314,0.0016279220581054688,4,"{9, 10, 3, 7}"
22,2858,299,0.001947641372680664,6,"{3, 4, 6, 13, 15, 17}"
23,2954,259,0.002122640609741211,4,"{7, 6, 22, 15}"
24,3337,360,0.0020606517791748047,5,"{3, 7, 10, 11, 15}"
25,3265,349,0.0018186569213867188,5,"{3, 6, 10, 12, 22}"
26,3457,335,0.0019314289093017578,5,"{3, 8, 9, 22, 25}"
27,3705,377,0.0018804073333740234,5,"{1, 9, 13, 23, 25}"
28,3836,313,0.0018310546875,4,"{10, 3, 6, 7}"
29,3989,323,0.0019845962524414062,4,"{7, 13, 22, 23}"
30,4264,350,0.00212860107421875,5,"{2, 10, 13, 15, 23}"
31,4497,387,0.002040386199951172,6,"{2, 7, 11, 13, 20, 25}"
32,4658,413,0.001985788345336914,6,"{2, 10, 13, 14, 22, 25}"
33,4703,328,0.003342866897583008,4,"{10, 11, 7, 23}"
34,5017,358,0.0025360584259033203,5,"{32, 7, 9, 11, 29}"
35,5269,415,0.002743959426879883,6,"{33, 6, 9, 10, 22, 23}"
36,5310,393,0.003350496292114258,6,"{2, 3, 9, 11, 13, 22}"
37,5351,320,0.002414703369140625,4,"{9, 29, 10, 13}"
38,5580,397,0.002211332321166992,5,"{34, 9, 10, 13, 22}"
39,6030,447,0.0023839473724365234,6,"{32, 7, 10, 22, 29, 31}"
40,5994,436,0.002211332321166992,6,"{3, 35, 7, 9, 10, 22}"
41,6501,457,0.0025055408477783203,6,"{32, 3, 7, 8, 10, 25}"
42,6494,411,0.0034563541412353516,7,"{39, 40, 41, 11, 13, 25, 30}"
43,6809,404,0.0024788379669189453,6,"{1, 7, 13, 14, 22, 23}"
44,6667,402,0.0025310516357421875,6,"{34, 3, 37, 39, 10, 11}"
45,7253,536,0.0025115013122558594,7,"{3, 7, 39, 9, 10, 13, 25}"
46,7216,389,0.002422809600830078,5,"{3, 7, 10, 11, 22}"
47,7552,377,0.002566814422607422,6,"{32, 33, 3, 40, 9, 11}"
48,7809,428,0.00269317626953125,7,"{34, 37, 6, 7, 9, 18, 23}"
49,7794,447,0.003239870071411133,6,"{34, 3, 6, 7, 13, 22}"
50,7900,430,0.0036132335662841797,7,"{32, 6, 7, 11, 15, 17, 23}"
51,8453,429,0.002881765365600586,6,"{32, 35, 7, 15, 23, 25}"
52,8388,432,0.0027408599853515625,5,"{10, 44, 51, 23, 25}"
53,8571,457,0.002732992172241211,6,"{32, 1, 40, 10, 23, 29}"
54,8944,403,0.003205537796020508,6,"{3, 37, 11, 12, 50, 53}"
55,8878,341,0.0027153491973876953,5,"{34, 6, 7, 51, 20}"
56,8955,391,0.0026395320892333984,5,"{34, 50, 55, 25, 29}"
57,9537,418,0.0028600692749023438,7,"{34, 40, 9, 10, 16, 17, 23}"
58,9794,435,0.003652811050415039,6,"{34, 37, 40, 11, 50, 51}"
59,10033,445,0.003300905227661133,6,"{32, 1, 13, 15, 51, 25}"
60,10216,413,0.002919912338256836,7,"{33, 38, 11, 50, 19, 23, 25}"
61,10349,493,0.0031104087829589844,7,"{5, 9, 10, 50, 56, 25, 57}"
62,10322,544,0.0041120052337646484,6,"{10, 22, 23, 56, 25, 59}"
63,10683,498,0.0031359195709228516,6,"{34, 3, 10, 13, 22, 25}"
64,10914,430,0.0034477710723876953,7,"{1, 3, 8, 10, 12, 20, 63}"
65,11473,476,0.0031049251556396484,6,"{32, 7, 53, 59, 30, 63}"
66,11274,521,0.004335165023803711,7,"{32, 10, 11, 13, 50, 28, 29}"
67,11162,459,0.003110170364379883,6,"{1, 7, 23, 56, 59, 60}"
68,11681,485,0.0033397674560546875,8,"{65, 3, 4, 40, 10, 12, 14, 51}"
69,11818,513,0.0036623477935791016,7,"{1, 9, 10, 11, 13, 51, 55}"
70,11447,517,0.0041446685791015625,6,"{10, 11, 51, 53, 58, 63}"
71,12256,535,0.00357818603515625,6,"{10, 13, 48, 56, 25, 63}"
72,12678,481,0.0033860206604003906,7,"{34, 70, 38, 10, 13, 15, 23}"
73,12678,490,0.003450632095336914,7,"{70, 40, 13, 52, 25, 62, 63}"
74,12990,492,0.0035276412963867188,6,"{65, 71, 10, 13, 51, 63}"
75,12819,455,0.003590822219848633,6,"{70, 13, 51, 22, 56, 31}"
76,13271,444,0.0034117698669433594,6,"{43, 11, 13, 51, 23, 58}"
77,13329,467,0.003795623779296875,5,"{10, 13, 51, 56, 25}"
78,13816,464,0.0036056041717529297,7,"{37, 71, 77, 46, 51, 22, 59}"
79,13362,486,0.004513263702392578,7,"{33, 69, 11, 13, 22, 56, 25}"
80,13590,445,0.003656625747680664,6,"{76, 13, 18, 22, 56, 58}"
