Graph Name,Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
graph_size_100_k_0.5,100,679,512,8.153915405273438e-05,7,"{97, 66, 70, 10, 44, 77, 25}"
graph_size_200_k_0.5,200,1543,556,0.0001423358917236328,7,"{195, 10, 119, 23, 185, 31, 63}"
graph_size_300_k_0.5,300,2487,691,0.0002090930938720703,9,"{293, 90, 10, 138, 237, 175, 119, 218, 60}"
graph_size_400_k_0.5,400,3474,670,0.0002796649932861328,8,"{130, 37, 10, 138, 273, 56, 121, 123}"
graph_size_500_k_0.5,500,4499,671,0.00033974647521972656,8,"{416, 422, 10, 283, 442, 119, 218, 59}"
graph_size_600_k_0.5,600,5554,685,0.0004189014434814453,8,"{386, 323, 200, 10, 119, 28, 381, 127}"
graph_size_700_k_0.5,700,6634,700,0.0004973411560058594,9,"{672, 422, 423, 392, 361, 10, 138, 461, 56}"
graph_size_800_k_0.5,800,7732,734,0.0005280971527099609,8,"{743, 10, 619, 459, 242, 56, 121, 152}"
graph_size_900_k_0.5,900,8851,817,0.0006358623504638672,9,"{770, 519, 218, 10, 554, 56, 378, 731, 127}"
graph_size_1000_k_0.5,1000,9986,797,0.0007631778717041016,10,"{422, 614, 10, 811, 138, 493, 108, 369, 631, 893}"
graph_size_1100_k_0.5,1100,11134,837,0.00077056884765625,10,"{546, 963, 708, 902, 966, 423, 10, 56, 731, 127}"
graph_size_1200_k_0.5,1200,12295,799,0.0008609294891357422,10,"{616, 1096, 10, 123, 119, 56, 58, 731, 93, 94}"
graph_size_1300_k_0.5,1300,13468,783,0.001079559326171875,10,"{963, 1221, 422, 10, 750, 208, 1138, 181, 119, 538}"
graph_size_1400_k_0.5,1400,14652,865,0.0010263919830322266,10,"{674, 323, 1124, 967, 10, 811, 394, 1397, 119, 191}"
graph_size_1500_k_0.5,1500,15847,868,0.0011417865753173828,10,"{613, 10, 1295, 401, 50, 661, 56, 731, 541, 127}"
graph_size_1600_k_0.5,1600,17051,826,0.0011026859283447266,10,"{323, 676, 503, 1352, 10, 811, 587, 1234, 23, 152}"
graph_size_1700_k_0.5,1700,18266,990,0.001220703125,11,"{963, 296, 218, 10, 1367, 56, 1401, 378, 923, 152, 511}"
graph_size_1800_k_0.5,1800,19483,869,0.0011930465698242188,9,"{422, 1352, 1097, 10, 208, 119, 56, 731, 1692}"
graph_size_1900_k_0.5,1900,20715,928,0.0013163089752197266,10,"{547, 676, 422, 10, 302, 1775, 1620, 56, 313, 1567}"
graph_size_2000_k_0.5,2000,21950,867,0.0013654232025146484,9,"{1337, 10, 1036, 76, 1073, 119, 56, 1401, 1114}"
graph_size_2100_k_0.5,2100,23196,869,0.0014348030090332031,10,"{608, 10, 1067, 2095, 369, 1619, 119, 56, 1947, 152}"
graph_size_2200_k_0.5,2200,24450,927,0.0015294551849365234,11,"{1251, 422, 10, 108, 1135, 760, 1939, 1877, 534, 119, 1080}"
graph_size_2300_k_0.5,2300,25708,897,0.0016698837280273438,11,"{960, 323, 422, 1063, 10, 138, 1036, 240, 1012, 1397, 56}"
graph_size_2400_k_0.5,2400,26972,920,0.0017986297607421875,11,"{1251, 422, 10, 1356, 1198, 369, 1173, 56, 185, 1180, 1567}"
graph_size_2500_k_0.5,2500,28244,1051,0.00208282470703125,12,"{963, 422, 201, 10, 2097, 625, 307, 1877, 949, 56, 2169, 1307}"
graph_size_2600_k_0.5,2600,29518,927,0.0018398761749267578,11,"{2240, 201, 10, 1073, 1009, 563, 1974, 56, 1082, 731, 667}"
graph_size_2700_k_0.5,2700,30801,1032,0.0018749237060546875,12,"{704, 1251, 2213, 422, 40, 10, 428, 1775, 369, 916, 119, 953}"
graph_size_2800_k_0.5,2800,32086,992,0.0020520687103271484,11,"{1251, 676, 376, 2211, 1255, 10, 619, 1463, 152, 1401, 2267}"
graph_size_2900_k_0.5,2900,33378,991,0.002158641815185547,11,"{2816, 1251, 1539, 10, 811, 138, 2129, 152, 1401, 603, 1246}"
graph_size_3000_k_0.5,3000,34677,1007,0.0022242069244384766,12,"{676, 2043, 10, 811, 1583, 2705, 2932, 1300, 2841, 1401, 731, 2655}"
graph_size_3100_k_0.5,3100,35976,1044,0.0022461414337158203,11,"{2945, 1185, 897, 10, 369, 1938, 371, 2773, 56, 731, 957}"
graph_size_3200_k_0.5,3200,37281,881,0.002428293228149414,10,"{1440, 963, 2661, 440, 2277, 10, 369, 1397, 565, 56}"
graph_size_3300_k_0.5,3300,38594,995,0.0026502609252929688,11,"{3012, 1988, 967, 2953, 10, 815, 2546, 1843, 56, 731, 152}"
graph_size_3400_k_0.5,3400,39911,1091,0.0027527809143066406,12,"{1474, 2661, 2341, 2781, 10, 3374, 2766, 1810, 1715, 213, 56, 2013}"
graph_size_3500_k_0.5,3500,41228,947,0.002429962158203125,11,"{1250, 963, 296, 3273, 10, 2602, 3218, 1397, 56, 2554, 2173}"
