Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution
1,1,15,0.0,{0}
2,3,52,0.0,{1}
3,6,52,0.0,{1}
4,10,125,0.0,"{1, 3}"
5,20,159,0.0,"{1, 2, 3}"
6,25,86,0.0,"{1, 2}"
7,39,145,0.0,"{1, 3, 4}"
8,52,125,0.0,"{1, 3}"
9,67,135,0.0,"{3, 6}"
10,66,140,0.001001596450805664,"{6, 7}"
11,88,140,0.0,"{0, 9, 6}"
12,125,178,0.0009992122650146484,"{10, 7}"
13,151,196,0.0,"{8, 10, 6}"
14,196,203,0.0,"{9, 10, 12}"
15,241,176,0.0,"{8, 11, 7}"
16,275,178,0.0,"{10, 7}"
17,304,185,0.0010006427764892578,"{10, 13}"
18,339,177,0.0010023117065429688,"{9, 13, 14}"
19,449,222,0.0009982585906982422,"{11, 3, 13}"
20,444,193,0.0019991397857666016,"{19, 10, 3}"
21,596,241,0.003002643585205078,"{9, 10, 7}"
22,721,202,0.0019953250885009766,"{8, 9, 4, 13}"
23,764,226,0.0019953250885009766,"{10, 11, 6}"
24,985,209,0.002996683120727539,"{10, 20, 22}"
25,961,214,0.004003763198852539,"{10, 12, 22}"
26,1392,261,0.006997823715209961,"{9, 3, 12, 13}"
27,1424,262,0.004997730255126953,"{25, 13, 23}"
28,1626,233,0.006003856658935547,"{13, 6, 23}"
29,1714,241,0.005995273590087891,"{25, 27, 6, 7}"
30,2160,237,0.00900125503540039,"{13, 22, 7}"
31,2077,271,0.0059967041015625,"{25, 5, 13, 29}"
32,2440,271,0.010001182556152344,"{16, 10, 13, 29}"
33,2653,240,0.013999462127685547,"{32, 13, 22}"
34,2669,294,0.008056402206420898,"{32, 9, 29, 7}"
35,3629,314,0.013016223907470703,"{33, 20, 23, 9, 10}"
36,3517,239,0.011996746063232422,"{9, 13, 25}"
37,4432,277,0.013985395431518555,"{25, 10, 23}"
38,4230,259,0.014995574951171875,"{10, 13, 22}"
39,4790,322,0.01699542999267578,"{33, 22, 9, 11, 25}"
40,5253,255,0.017995357513427734,"{25, 7, 23}"
41,6102,323,0.021994352340698242,"{32, 10, 11, 7}"
42,5741,317,0.019518375396728516,"{9, 13, 25, 7}"
43,6089,241,0.022001981735229492,"{29, 15, 39, 7}"
44,6860,309,0.029063701629638672,"{32, 25, 34, 6}"
45,7386,276,0.031999826431274414,"{25, 20, 44, 23}"
46,8238,283,0.030025482177734375,"{10, 11, 22, 15}"
47,9495,279,0.03400468826293945,"{32, 35, 40, 43, 15}"
48,10863,312,0.040995121002197266,"{34, 6, 7, 8, 9}"
49,10007,273,0.036975860595703125,"{10, 29, 5, 7}"
50,11151,260,0.04302692413330078,"{34, 42, 22, 23}"
51,12551,308,0.04907035827636719,"{32, 1, 34, 10}"
52,12608,310,0.0511937141418457,"{10, 44, 29, 22}"
53,13158,318,0.06599998474121094,"{48, 25, 10, 11}"
54,15187,312,0.05801844596862793,"{25, 13, 6, 22}"
55,14795,297,0.059979915618896484,"{34, 3, 53, 6}"
56,16631,305,0.06270742416381836,"{29, 34, 3, 13}"
57,17150,318,0.06400394439697266,"{56, 25, 13, 31}"
58,17926,310,0.09243631362915039,"{3, 41, 11, 44, 25}"
59,19603,293,0.08999228477478027,"{32, 39, 7, 24, 58}"
60,20770,292,0.08902835845947266,"{25, 50, 19, 23}"
61,21025,296,0.08800005912780762,"{8, 34, 10, 53}"
62,22026,358,0.0909736156463623,"{32, 55, 25, 10, 47}"
63,25452,357,0.10397148132324219,"{51, 58, 10, 53}"
64,27607,350,0.1194767951965332,"{56, 25, 13, 22}"
65,27219,325,0.11299967765808105,"{51, 10, 35, 23}"
66,30139,345,0.12131285667419434,"{10, 11, 13, 63}"
67,31522,354,0.13902521133422852,"{10, 3, 13, 63}"
68,32653,345,0.13597846031188965,"{7, 10, 43, 13, 62}"
69,31859,351,0.13899588584899902,"{50, 58, 21, 10, 11}"
70,39537,326,0.1660001277923584,"{50, 35, 53, 63}"
71,36688,435,0.16619110107421875,"{48, 25, 10, 13, 63}"
72,40345,317,0.1719958782196045,"{10, 53, 13, 15}"
73,38439,318,0.17300033569335938,"{52, 70, 25, 45, 63}"
74,44532,326,0.19902253150939941,"{32, 11, 13, 63}"
75,44022,360,0.19699621200561523,"{32, 23, 7, 59, 45}"
76,46832,441,0.21633553504943848,"{51, 10, 23, 58, 13}"
77,49906,343,0.22500300407409668,"{48, 13, 3, 10, 45}"
78,55036,353,0.25801897048950195,"{32, 25, 50, 23}"
79,56308,353,0.25097084045410156,"{65, 50, 23, 40, 12}"
80,57290,354,0.2622354030609131,"{48, 70, 56, 11, 44}"
81,63085,325,0.2880089282989502,"{10, 58, 35, 77}"
82,67040,371,0.3135406970977783,"{25, 63, 77, 23}"
83,67070,374,0.3100240230560303,"{32, 35, 77, 6, 13}"
84,70508,353,0.34821581840515137,"{32, 56, 77, 22}"
85,73408,396,0.35700178146362305,"{18, 53, 56, 59, 63}"
86,77871,374,0.38725709915161133,"{32, 56, 10, 83}"
87,81355,353,0.38922119140625,"{52, 37, 23, 58, 77}"
88,82776,362,0.4009838104248047,"{67, 83, 58, 10, 76}"
89,82453,366,0.39068078994750977,"{39, 56, 9, 59, 44}"
90,91876,380,0.4569978713989258,"{29, 51, 25, 77, 47}"
91,94087,342,0.4737122058868408,"{65, 50, 22, 58, 47}"
92,99283,406,0.4850006103515625,"{80, 83, 6, 23, 10}"
93,93839,377,0.477222204208374,"{56, 58, 10, 77}"
94,109485,344,0.5743894577026367,"{10, 50, 70, 23}"
95,109053,368,0.5512533187866211,"{80, 83, 53, 42, 77}"
96,109952,381,0.5519750118255615,"{50, 82, 86, 58, 77}"
97,117897,376,0.629213809967041,"{32, 81, 51, 53, 6}"
98,125845,385,0.6485321521759033,"{33, 50, 3, 56, 76}"
99,130053,373,0.6749968528747559,"{80, 6, 39, 56, 10}"
100,128948,334,0.6661791801452637,"{32, 50, 6, 63}"
101,140542,341,0.7449345588684082,"{67, 7, 40, 77, 63}"
102,142635,395,0.7430942058563232,"{99, 51, 53, 71, 77}"
103,142751,386,0.733027458190918,"{32, 6, 7, 22, 25}"
104,148231,365,0.8012492656707764,"{84, 7, 56, 76, 47}"
105,156096,376,0.8455178737640381,"{32, 50, 73, 77, 63}"
106,165426,352,0.9083189964294434,"{100, 37, 6, 84, 59}"
107,177064,367,0.9622602462768555,"{32, 83, 6, 43, 60, 31}"
108,163165,458,0.8606805801391602,"{1, 65, 51, 83, 70, 59}"
109,183381,415,1.0093321800231934,"{50, 84, 23, 40, 63}"
110,191353,455,1.1094005107879639,"{50, 101, 56, 58, 77}"
111,193706,369,1.090991497039795,"{53, 22, 104, 90, 108}"
112,198206,394,1.0727348327636719,"{32, 96, 101, 6, 108}"
113,230045,358,1.2929656505584717,"{22, 23, 10, 107, 76}"
114,218138,385,1.3050217628479004,"{32, 1, 83, 6, 93}"
115,223210,395,1.3746538162231445,"{3, 100, 70, 25, 108}"
116,251710,406,1.4559192657470703,"{112, 51, 83, 56, 31}"
117,243194,370,1.434347152709961,"{96, 97, 50, 84, 88}"
118,266369,405,1.4993939399719238,"{50, 51, 98, 101, 76}"
119,267816,425,1.6772806644439697,"{97, 29, 59, 76, 13}"
120,268488,399,1.584155797958374,"{50, 52, 55, 40, 25, 62}"
121,302067,363,1.7629857063293457,"{1, 113, 53, 55, 29}"
122,304142,408,1.7685468196868896,"{58, 53, 39, 56, 106}"
123,310126,350,1.86189603805542,"{19, 119, 56, 121, 44}"
124,332518,369,1.952479362487793,"{50, 100, 104, 13, 30}"
