Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution
1,1,15,0.0,{0}
2,3,52,0.0,{1}
3,6,86,0.0,"{1, 2}"
4,11,125,0.0,"{1, 3}"
5,24,179,0.0,"{1, 2, 3, 4}"
6,40,159,0.0010006427764892578,"{1, 2, 3}"
7,66,187,0.0,"{1, 3, 6}"
8,92,171,0.0,"{1, 2, 5, 6}"
9,188,262,0.0009984970092773438,"{0, 3, 6, 7, 8}"
10,198,242,0.001001596450805664,"{1, 2, 3, 4, 9}"
11,230,298,0.0009996891021728516,"{1, 2, 7, 8, 10}"
12,388,255,0.001005411148071289,"{0, 10, 6, 7}"
13,497,286,0.0019943714141845703,"{0, 3, 8, 10, 11}"
14,690,424,0.0020003318786621094,"{7, 8, 9, 10, 11, 13}"
15,1203,353,0.0029993057250976562,"{0, 6, 7, 8, 10, 11}"
16,1695,422,0.0039958953857421875,"{6, 7, 8, 9, 10, 13}"
17,2236,399,0.0069997310638427734,"{16, 6, 10, 11, 13, 14, 15}"
18,4270,423,0.012007474899291992,"{5, 9, 10, 11, 13, 14, 15, 16}"
19,4392,383,0.01597428321838379,"{1, 18, 5, 6, 7, 9, 13}"
20,5084,377,0.01600170135498047,"{19, 5, 7, 9, 10, 11, 14}"
21,7645,435,0.020997285842895508,"{4, 7, 8, 9, 10, 13, 19, 20}"
22,12695,445,0.03999662399291992,"{4, 5, 6, 7, 9, 10, 13, 17}"
23,13163,464,0.037006378173828125,"{4, 6, 7, 8, 9, 11, 13, 15, 21}"
24,23061,487,0.0639963150024414,"{3, 10, 11, 13, 15, 16, 18, 23}"
25,23807,461,0.07600021362304688,"{3, 6, 10, 12, 13, 17, 21, 22}"
26,35805,462,0.10002756118774414,"{3, 5, 9, 10, 11, 15, 19, 22}"
27,52512,548,0.1529855728149414,"{6, 7, 10, 11, 14, 18, 20, 22, 23}"
28,57905,500,0.19265460968017578,"{6, 7, 10, 12, 13, 16, 20, 23}"
29,74919,476,0.22299933433532715,"{18, 3, 6, 25, 10, 13, 15}"
30,94784,522,0.2975461483001709,"{5, 7, 10, 13, 15, 17, 23, 25}"
31,87691,532,0.2610023021697998,"{5, 7, 9, 10, 13, 18, 25, 29}"
32,155879,523,0.47630858421325684,"{2, 13, 14, 15, 18, 20, 22, 23, 25, 28}"
33,165898,578,0.5020930767059326,"{2, 3, 4, 7, 10, 15, 25, 28, 29, 30}"
34,172307,588,0.5392377376556396,"{32, 4, 6, 7, 11, 13, 20, 25, 29}"
35,300127,578,0.8913657665252686,"{32, 2, 4, 7, 9, 11, 13, 15, 16, 19, 22}"
36,296385,569,0.8846213817596436,"{32, 34, 10, 14, 22, 23, 27, 29, 31}"
37,451021,592,1.3070313930511475,"{32, 3, 9, 10, 13, 18, 22, 28, 29}"
38,500160,654,1.5842761993408203,"{2, 3, 37, 6, 10, 13, 18, 20, 23, 25, 28}"
39,504290,611,1.5939173698425293,"{33, 3, 8, 11, 15, 22, 23, 25, 29, 31}"
40,664747,654,2.120117425918579,"{32, 3, 35, 7, 9, 10, 22, 23, 26, 31}"
41,936927,749,2.9192028045654297,"{32, 3, 7, 39, 10, 11, 20, 22, 25, 28, 30, 31}"
42,863332,807,2.673823118209839,"{32, 3, 37, 7, 40, 9, 11, 13, 20, 23, 25, 30}"
43,1371081,603,4.217728614807129,"{33, 34, 3, 37, 8, 40, 10, 11, 42, 19, 29}"
44,2552052,654,7.538240194320679,"{32, 3, 35, 5, 38, 9, 10, 42, 14, 19, 21, 23, 28, 31}"
45,2420388,694,7.237550735473633,"{3, 7, 8, 9, 10, 41, 40, 13, 23, 25}"
46,1771106,687,5.529831647872925,"{32, 34, 37, 7, 8, 9, 10, 21, 23, 29, 30}"
47,2953750,780,9.148070812225342,"{32, 1, 33, 3, 7, 40, 9, 44, 23, 25, 28, 29}"
48,3241023,678,9.740509033203125,"{3, 37, 7, 9, 10, 18, 23, 25, 26, 29, 31}"
49,4044889,652,12.508814573287964,"{32, 35, 39, 44, 13, 47, 17, 20, 22, 23, 25}"
50,7153910,748,21.442748546600342,"{32, 1, 34, 6, 7, 15, 48, 22, 23, 25, 30}"
51,5981484,689,18.747427701950073,"{32, 34, 35, 7, 11, 44, 22, 25, 29, 31}"
52,9339891,731,28.527863025665283,"{32, 2, 35, 34, 37, 6, 8, 11, 44, 50, 20, 23, 24}"
53,7790337,778,24.329259157180786,"{2, 39, 40, 10, 11, 44, 13, 14, 15, 48, 23, 28, 29}"
54,9152888,736,28.226669549942017,"{34, 7, 8, 10, 43, 13, 48, 18, 20, 53, 22, 52}"
55,14460348,641,43.45271897315979,"{2, 34, 6, 7, 38, 39, 40, 13, 16, 48, 25}"
