Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution
1,1,15,0.0,{0}
2,3,52,0.0,{1}
3,6,86,0.0,"{1, 2}"
4,12,159,0.0,"{1, 2, 3}"
5,24,179,0.0,"{1, 2, 3, 4}"
6,42,159,0.0,"{1, 2, 3}"
7,72,221,0.0,"{1, 2, 3, 6}"
8,129,248,0.0010025501251220703,"{0, 3, 4, 6, 7}"
9,288,282,0.0009965896606445312,"{0, 3, 4, 6, 7, 8}"
10,388,296,0.0010051727294921875,"{0, 2, 3, 6, 7, 8}"
11,567,337,0.001993894577026367,"{1, 3, 7, 8, 10}"
12,776,300,0.0019996166229248047,"{0, 2, 3, 7, 10}"
13,1112,326,0.0030002593994140625,"{0, 3, 8, 10, 11, 12}"
14,1600,474,0.006000518798828125,"{1, 3, 5, 7, 9, 10, 13}"
15,3074,451,0.00799870491027832,"{6, 7, 8, 9, 10, 13, 14}"
16,5262,537,0.01599860191345215,"{6, 7, 8, 10, 11, 12, 13, 14, 15}"
17,8060,612,0.021999597549438477,"{1, 4, 6, 7, 9, 10, 11, 13, 14, 15, 16}"
18,18820,571,0.0526578426361084,"{1, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16}"
19,33158,583,0.09297776222229004,"{1, 5, 6, 7, 8, 10, 11, 12, 13, 15}"
20,33022,546,0.0920262336730957,"{1, 5, 6, 7, 9, 10, 13, 14, 17, 18, 19}"
21,58900,594,0.19681310653686523,"{4, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 19, 20}"
22,90222,609,0.27205944061279297,"{3, 4, 6, 7, 10, 11, 13, 15, 17, 19, 20, 21}"
23,150322,611,0.4431781768798828,"{1, 4, 6, 7, 8, 9, 11, 13, 15, 17, 19, 22}"
24,246586,691,0.6870913505554199,"{3, 5, 8, 9, 10, 11, 13, 16, 18, 19, 20, 22, 23}"
25,323202,602,0.966996431350708,"{3, 4, 6, 10, 12, 13, 16, 20, 21, 22, 23}"
26,376956,580,1.15828275680542,"{0, 3, 5, 8, 9, 10, 11, 12, 15, 18, 19, 22, 24}"
27,692992,795,2.17535138130188,"{3, 5, 6, 7, 8, 10, 13, 16, 18, 19, 20, 22, 23, 25}"
28,987908,679,2.968332529067993,"{3, 4, 7, 10, 12, 14, 15, 17, 18, 22, 23, 24, 25}"
29,1335051,653,3.843165397644043,"{4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 18, 21, 23, 24, 26}"
30,1854723,720,5.318484783172607,"{4, 5, 6, 7, 8, 9, 13, 14, 15, 19, 22, 23, 25, 27}"
31,2193772,769,6.589430570602417,"{2, 3, 4, 6, 7, 8, 11, 12, 13, 19, 23, 25, 27, 29}"
32,2909242,763,8.528849601745605,"{3, 7, 8, 11, 13, 15, 18, 20, 21, 22, 23, 25, 28, 30}"
33,3549325,757,10.1260085105896,"{0, 32, 2, 3, 6, 7, 8, 10, 12, 17, 22, 23, 28, 31}"
34,3058530,748,8.746288061141968,"{32, 3, 4, 7, 10, 12, 13, 15, 16, 20, 23, 25}"
35,5798078,843,16.091819763183594,"{32, 33, 2, 3, 4, 34, 7, 9, 11, 13, 15, 20, 22, 23}"
36,5594877,845,15.716817378997803,"{0, 2, 3, 4, 7, 9, 10, 12, 22, 23, 24, 27, 29, 31, 32, 35}"
37,13522058,807,36.62836956977844,"{34, 3, 6, 7, 9, 10, 11, 13, 15, 19, 20, 22, 24, 28}"
38,12841083,908,36.305973291397095,"{32, 2, 3, 34, 5, 6, 7, 8, 9, 10, 11, 12, 13, 28, 29}"
39,19642365,835,58.44863963127136,"{3, 8, 9, 11, 12, 21, 22, 23, 25, 27, 28, 29, 31, 33, 34, 37}"
