Graph Name,Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
graph_size_1_k_0.25,1,1,15,1.5735626220703125e-05,1,{0}
graph_size_2_k_0.25,2,3,52,1.52587890625e-05,1,{1}
graph_size_3_k_0.25,3,6,86,2.2649765014648438e-05,2,"{1, 2}"
graph_size_4_k_0.25,4,11,125,3.337860107421875e-05,2,"{1, 3}"
graph_size_5_k_0.25,5,24,179,9.059906005859375e-05,4,"{1, 2, 3, 4}"
graph_size_6_k_0.25,6,40,159,8.273124694824219e-05,3,"{1, 2, 3}"
graph_size_7_k_0.25,7,66,187,0.00012946128845214844,3,"{1, 3, 6}"
graph_size_8_k_0.25,8,92,171,0.0002295970916748047,4,"{1, 2, 5, 6}"
graph_size_9_k_0.25,9,188,262,0.0003495216369628906,5,"{0, 3, 6, 7, 8}"
graph_size_10_k_0.25,10,198,242,0.00034809112548828125,5,"{1, 2, 3, 4, 9}"
graph_size_11_k_0.25,11,230,298,0.00038933753967285156,5,"{1, 2, 7, 8, 10}"
graph_size_12_k_0.25,12,388,255,0.0006113052368164062,4,"{0, 10, 6, 7}"
graph_size_13_k_0.25,13,497,286,0.000797271728515625,5,"{0, 3, 8, 10, 11}"
graph_size_14_k_0.25,14,690,424,0.00121307373046875,6,"{7, 8, 9, 10, 11, 13}"
graph_size_15_k_0.25,15,1203,353,0.0019006729125976562,6,"{0, 6, 7, 8, 10, 11}"
graph_size_16_k_0.25,16,1695,422,0.0025627613067626953,6,"{6, 7, 8, 9, 10, 13}"
graph_size_17_k_0.25,17,2236,399,0.0037360191345214844,7,"{16, 6, 10, 11, 13, 14, 15}"
graph_size_18_k_0.25,18,4270,423,0.0069010257720947266,8,"{5, 9, 10, 11, 13, 14, 15, 16}"
graph_size_19_k_0.25,19,4392,383,0.006960630416870117,7,"{1, 18, 5, 6, 7, 9, 13}"
graph_size_20_k_0.25,20,5084,377,0.008359670639038086,7,"{19, 5, 7, 9, 10, 11, 14}"
graph_size_21_k_0.25,21,7645,435,0.012536287307739258,8,"{4, 7, 8, 9, 10, 13, 19, 20}"
graph_size_22_k_0.25,22,12695,445,0.019649744033813477,8,"{4, 5, 6, 7, 9, 10, 13, 17}"
graph_size_23_k_0.25,23,13163,464,0.02046966552734375,9,"{4, 6, 7, 8, 9, 11, 13, 15, 21}"
graph_size_24_k_0.25,24,23061,487,0.03529691696166992,8,"{3, 10, 11, 13, 15, 16, 18, 23}"
graph_size_25_k_0.25,25,23807,461,0.03879976272583008,8,"{3, 6, 10, 12, 13, 17, 21, 22}"
graph_size_26_k_0.25,26,35805,462,0.054823875427246094,8,"{3, 5, 9, 10, 11, 15, 19, 22}"
graph_size_27_k_0.25,27,52512,548,0.08150863647460938,9,"{6, 7, 10, 11, 14, 18, 20, 22, 23}"
graph_size_28_k_0.25,28,57905,500,0.09012246131896973,8,"{6, 7, 10, 12, 13, 16, 20, 23}"
graph_size_29_k_0.25,29,74919,476,0.11390113830566406,7,"{18, 3, 6, 25, 10, 13, 15}"
graph_size_30_k_0.25,30,94784,522,0.15273451805114746,8,"{5, 7, 10, 13, 15, 17, 23, 25}"
graph_size_31_k_0.25,31,87691,532,0.1399857997894287,8,"{5, 7, 9, 10, 13, 18, 25, 29}"
graph_size_32_k_0.25,32,155879,523,0.24901962280273438,10,"{2, 13, 14, 15, 18, 20, 22, 23, 25, 28}"
graph_size_33_k_0.25,33,165898,578,0.2589733600616455,10,"{2, 3, 4, 7, 10, 15, 25, 28, 29, 30}"
graph_size_34_k_0.25,34,172307,588,0.26730990409851074,9,"{32, 4, 6, 7, 11, 13, 20, 25, 29}"
graph_size_35_k_0.25,35,300127,578,0.4556388854980469,11,"{32, 2, 4, 7, 9, 11, 13, 15, 16, 19, 22}"
graph_size_36_k_0.25,36,296385,569,0.43798112869262695,9,"{32, 34, 10, 14, 22, 23, 27, 29, 31}"
graph_size_37_k_0.25,37,451021,592,0.6709785461425781,9,"{32, 3, 9, 10, 13, 18, 22, 28, 29}"
graph_size_38_k_0.25,38,500160,654,0.8161303997039795,11,"{2, 3, 37, 6, 10, 13, 18, 20, 23, 25, 28}"
graph_size_39_k_0.25,39,504290,611,0.7891952991485596,10,"{33, 3, 8, 11, 15, 22, 23, 25, 29, 31}"
graph_size_40_k_0.25,40,664747,654,1.0189552307128906,10,"{32, 3, 35, 7, 9, 10, 22, 23, 26, 31}"
graph_size_41_k_0.25,41,936927,749,1.4305338859558105,12,"{32, 3, 7, 39, 10, 11, 20, 22, 25, 28, 30, 31}"
graph_size_42_k_0.25,42,863332,807,1.4139983654022217,12,"{32, 3, 37, 7, 40, 9, 11, 13, 20, 23, 25, 30}"
graph_size_43_k_0.25,43,1371081,603,2.279841184616089,11,"{33, 34, 3, 37, 8, 40, 10, 11, 42, 19, 29}"
graph_size_44_k_0.25,44,2552052,654,3.870393991470337,14,"{32, 3, 35, 5, 38, 9, 10, 42, 14, 19, 21, 23, 28, 31}"
