Graph Name,Node Count,Number of Operations,Total Weight,Execution Time (seconds),Solution Size,Solution
graph_size_1_k_0.75,1,2,15,2.1696090698242188e-05,1,"(0,)"
graph_size_2_k_0.75,2,9,52,1.6450881958007812e-05,1,"(1,)"
graph_size_3_k_0.75,3,31,52,2.765655517578125e-05,1,"(1,)"
graph_size_4_k_0.75,4,97,125,3.600120544433594e-05,2,"(1, 3)"
graph_size_5_k_0.75,5,277,159,5.793571472167969e-05,3,"(1, 2, 3)"
graph_size_6_k_0.75,6,739,86,8.940696716308594e-05,2,"(1, 2)"
graph_size_7_k_0.75,7,1927,145,0.00015115737915039062,3,"(1, 3, 4)"
graph_size_8_k_0.75,8,4870,125,0.0002799034118652344,2,"(1, 3)"
graph_size_9_k_0.75,9,12038,135,0.0005469322204589844,2,"(3, 6)"
graph_size_10_k_0.75,10,29191,140,0.0009860992431640625,2,"(6, 7)"
graph_size_11_k_0.75,11,69642,140,0.0018749237060546875,3,"(0, 6, 9)"
graph_size_12_k_0.75,12,163854,178,0.003772258758544922,2,"(7, 10)"
graph_size_13_k_0.75,13,380946,196,0.007595539093017578,3,"(6, 8, 10)"
graph_size_14_k_0.75,14,876574,203,0.015061378479003906,3,"(9, 10, 12)"
graph_size_15_k_0.75,15,1998876,176,0.03064417839050293,3,"(7, 8, 11)"
graph_size_16_k_0.75,16,4522013,178,0.06320047378540039,2,"(7, 10)"
graph_size_17_k_0.75,17,10158113,185,0.12285065650939941,2,"(10, 13)"
graph_size_18_k_0.75,18,22675498,177,0.23271465301513672,3,"(9, 13, 14)"
graph_size_19_k_0.75,19,50331705,222,0.4739995002746582,3,"(3, 11, 13)"
graph_size_20_k_0.75,20,111149126,193,0.9420678615570068,3,"(3, 10, 19)"
graph_size_21_k_0.75,21,244318311,241,1.9180543422698975,3,"(7, 9, 10)"
graph_size_22_k_0.75,22,534773863,202,3.783027172088623,4,"(4, 8, 9, 13)"
graph_size_23_k_0.75,23,1166016624,226,7.6248016357421875,3,"(6, 10, 11)"
graph_size_24_k_0.75,24,2533359770,209,15.76516604423523,3,"(10, 20, 22)"
graph_size_25_k_0.75,25,5486149797,214,31.60307478904724,3,"(10, 12, 22)"
graph_size_26_k_0.75,26,11844714702,261,60.744521379470825,4,"(3, 9, 12, 13)"
